,error rate,total produced,production speed [PC / min]
2895,0.08034653465346535,20200,42.083333333333336
2896,0.09883515707730321,19831,41.31458333333333
2897,0.17379480840543882,20225,42.135416666666664
2898,0.09668819850302471,19506,40.6375
2899,0.050014841199168894,20214,42.1125
2900,0.19228379078197824,19310,40.229166666666664
2901,0.018244013683010263,1754,42.78048780487805
2905,0.26075208286421975,4441,33.390977443609025
2906,0.038745294855708906,19925,41.510416666666664
2907,0.146235877943195,18942,39.4625
2908,0.1310116086235489,18693,38.94375
2909,0.10081073525300531,17885,37.260416666666664
2910,0.05989735594101215,15393,40.72222222222222
2921,0.7858472998137802,537,23.347826086956523
2922,0.06124877140344524,19331,40.27291666666667
2923,0.09250359213199227,20183,42.047916666666666
2924,0.05969545201598624,19767,41.18125
2925,0.02193612280267393,20195,42.072916666666664
2926,0.0795702119231531,20196,42.075
2927,0.07955331554501432,20238,42.1625
2928,0.043604938271604936,20250,42.1875
2929,0.08424242424242424,6600,42.857142857142854
2939,0.22828021355767675,12362,39.749196141479096
2940,0.04215456674473068,19215,40.03125
2941,0.10706669972725019,20165,42.010416666666664
2942,0.10037064492216456,20235,42.15625
2943,0.11248236953455572,19852,41.358333333333334
2944,0.028851702250432775,3466,42.79012345679013
2958,0.13435142259794564,11001,40.14963503649635
2959,0.46874282653607774,13069,28.723076923076924
2963,0.2947988223748773,10190,39.64980544747082
2964,0.1976225854383358,18844,39.25833333333333
2965,0.0778460928203094,20168,42.016666666666666
2966,0.042687826436319805,19912,41.483333333333334
2967,0.16024108388125125,20076,41.825
2968,0.1697909711879205,19471,40.56458333333333
2969,0.15006436280819882,20198,42.079166666666666
2970,0.07560493827160494,20250,42.1875
2971,0.05039525691699605,20240,42.166666666666664
2972,0.09555874634846759,20197,42.077083333333334
2973,0.3805924412665986,4895,37.083333333333336
2976,0.14135138133806724,18026,38.190677966101696
2977,0.046225507569237004,19751,41.14791666666667
2978,0.08525356847079456,20527,42.764583333333334
2979,0.04136029411764706,2176,42.666666666666664
2984,0.85,60,8.571428571428571
2985,0.05085924307142148,20134,41.94583333333333
2986,0.07598433105664926,19912,41.483333333333334
2987,0.10859519408502773,19476,40.575
2988,0.05084326623472971,20219,42.12291666666667
2989,0.02629727352682498,11370,42.267657992565056
2995,0.2937775330396476,3632,33.94392523364486
2996,0.1110820973469814,19148,39.891666666666666
2997,0.0742226183402654,20196,42.075
2998,0.15308370044052863,19068,39.725
2999,0.20257072010525784,19761,41.16875
3000,0.0796708809953843,19932,41.525
3001,0.1770279639473076,4327,42.84158415841584
3011,0.5747368421052632,950,31.666666666666668
3012,0.11777217193451056,20217,42.11875
3013,0.10933712719991569,18978,39.5375
3014,0.03892776190006898,20294,42.27916666666667
3015,0.07007566391375303,20221,42.12708333333333
3016,0.1953498027818144,19268,40.141666666666666
3017,0.17641551273838268,20293,42.27708333333333
3018,0.08018565150841851,20253,42.19375
3019,0.05925660821105373,19559,40.74791666666667
3020,0.0567504534853589,3859,42.87777777777778
3023,0.11356466876971609,13948,39.625
3024,0.07401722942865631,20198,42.079166666666666
