Line,production day,shift,from,till,Code,Stof-Snelheid-Profiel,IO parts,NIO parts
103,12/6/2022,early,6/12/22 5:55,6/12/22 13:55,3006,FX-16m-37.xxx,7252,704
103,12/6/2022,late,6/12/22 13:55,6/12/22 21:55,3006,FX-16m-37.xxx,7546,552
103,12/6/2022,night,6/12/22 21:55,7/12/22 5:55,3006,FX-16m-37.xxx,7716,408
103,12/7/2022,early,7/12/22 5:55,7/12/22 13:55,3006,FX-16m-37.xxx,7616,491
103,12/7/2022,late,7/12/22 13:55,7/12/22 21:55,3006,FX-16m-37.xxx,7604,489
103,12/7/2022,night,7/12/22 21:55,8/12/22 3:27,3006,FX-16m-37.xxx,5220,402
103,12/7/2022,night,8/12/22 3:27,8/12/22 5:34,3005,FX-16m-37.xxx,1752,295
103,12/7/2022,night,8/12/22 5:34,8/12/22 5:55,3053,NU-20m-80.xx,0,0
103,12/8/2022,early,8/12/22 5:55,8/12/22 13:55,3053,NU-20m-80.xx,5209,2913
103,12/8/2022,late,8/12/22 13:55,8/12/22 21:55,3053,NU-20m-80.xx,9030,1099
103,12/8/2022,night,8/12/22 21:55,9/12/22 5:55,3053,NU-20m-80.xx,9592,536
103,12/9/2022,early,9/12/22 5:55,9/12/22 13:55,3053,NU-20m-80.xx,9574,552
103,12/9/2022,late,9/12/22 13:55,9/12/22 21:55,3053,NU-20m-80.xx,9343,786
103,12/9/2022,night,9/12/22 21:55,10/12/22 1:07,3053,NU-20m-80.xx,3867,188
103,12/9/2022,night,10/12/22 1:07,10/12/22 5:55,3058,ND-22m-143.xxx,3535,593
103,12/10/2022,early,10/12/22 5:55,10/12/22 13:55,3058,ND-22m-143.xxx,10480,496
103,12/10/2022,late,10/12/22 13:55,10/12/22 21:55,3058,ND-22m-143.xxx,9939,1038
103,12/10/2022,night,10/12/22 21:55,11/12/22 5:55,3058,ND-22m-143.xxx,9547,1426
103,12/11/2022,early,11/12/22 5:55,11/12/22 13:55,3058,ND-22m-143.xxx,9795,1183
103,12/11/2022,late,11/12/22 13:55,11/12/22 21:55,3058,ND-22m-143.xxx,9843,1132
103,12/11/2022,night,11/12/22 21:55,12/12/22 5:55,3058,ND-22m-143.xxx,9888,849
103,12/12/2022,early,12/12/22 5:55,12/12/22 13:55,3058,ND-22m-143.xxx,9387,1842
103,12/12/2022,late,12/12/22 13:55,12/12/22 21:55,3058,ND-22m-143.xxx,10024,1205
103,12/12/2022,night,12/12/22 21:55,13/12/22 5:55,3058,ND-22m-143.xxx,8904,1871
103,12/13/2022,early,13/12/22 5:55,13/12/22 13:55,3058,ND-22m-143.xxx,9605,1624
103,12/13/2022,late,13/12/22 13:55,13/12/22 21:55,3058,ND-22m-143.xxx,9734,1311
103,12/13/2022,night,13/12/22 21:55,14/12/22 5:55,3058,ND-22m-143.xxx,10653,576
103,12/14/2022,early,14/12/22 5:55,14/12/22 6:39,3058,ND-22m-143.xxx,967,70
103,12/14/2022,early,14/12/22 6:39,14/12/22 13:55,3053,NU-20m-80.xx,2129,1326
103,12/14/2022,late,14/12/22 13:55,14/12/22 21:55,3053,NU-20m-80.xx,8744,1384
103,12/14/2022,night,14/12/22 21:55,15/12/22 5:55,3053,NU-20m-80.xx,9238,889
103,12/15/2022,early,15/12/22 5:55,15/12/22 13:55,3053,NU-20m-80.xx,7222,2463
103,12/15/2022,late,15/12/22 13:55,15/12/22 21:55,3053,NU-20m-80.xx,8998,1321
103,12/15/2022,night,15/12/22 21:55,16/12/22 4:14,3053,NU-20m-80.xx,7061,1080
103,12/15/2022,night,16/12/22 4:14,16/12/22 5:55,3005,FX-16m-37.xxx,0,0
103,12/16/2022,early,16/12/22 5:55,16/12/22 13:55,3005,FX-16m-37.xxx,0,0
103,12/16/2022,late,16/12/22 13:55,16/12/22 21:55,3005,FX-16m-37.xxx,0,0
103,12/16/2022,night,16/12/22 21:55,17/12/22 5:55,3005,FX-16m-37.xxx,0,0
103,12/17/2022,early,17/12/22 5:55,17/12/22 13:55,3005,FX-16m-37.xxx,5035,2400
103,12/17/2022,late,17/12/22 13:55,17/12/22 16:10,3005,FX-16m-37.xxx,1851,475
103,12/17/2022,late,17/12/22 16:10,17/12/22 21:55,3006,FX-16m-37.xxx,4716,718
103,12/17/2022,night,17/12/22 21:55,18/12/22 5:55,3006,FX-16m-37.xxx,7802,321
103,12/18/2022,early,18/12/22 5:55,18/12/22 13:55,3006,FX-16m-37.xxx,5477,2093
103,12/18/2022,late,18/12/22 13:55,18/12/22 17:33,3006,FX-16m-37.xxx,3121,627
103,12/18/2022,late,18/12/22 17:33,18/12/22 21:55,3053,NU-20m-80.xx,1539,881
103,12/18/2022,night,18/12/22 21:55,19/12/22 5:55,3053,NU-20m-80.xx,8364,1766
103,12/19/2022,early,19/12/22 5:55,19/12/22 13:55,3053,NU-20m-80.xx,9161,962
103,12/19/2022,late,19/12/22 13:55,19/12/22 21:55,3053,NU-20m-80.xx,9057,1088
103,12/19/2022,night,19/12/22 21:55,20/12/22 5:55,3053,NU-20m-80.xx,9136,1083
103,12/20/2022,early,20/12/22 5:55,20/12/22 13:55,3053,NU-20m-80.xx,9031,1187
103,12/20/2022,late,20/12/22 13:55,20/12/22 21:55,3053,NU-20m-80.xx,9114,1104
103,12/20/2022,night,20/12/22 21:55,21/12/22 5:55,3053,NU-20m-80.xx,9491,727
103,12/21/2022,early,21/12/22 5:55,21/12/22 13:55,3053,NU-20m-80.xx,9576,643
103,12/21/2022,night,21/12/22 21:55,22/12/22 5:55,3053,NU-20m-80.xx,8086,2084
103,12/22/2022,early,22/12/22 5:55,22/12/22 13:55,3053,NU-20m-80.xx,9541,678
103,12/22/2022,late,22/12/22 13:55,22/12/22 21:55,3053,NU-20m-80.xx,4755,958
104,1/4/2022,early,4/01/22 5:55,4/01/22 13:15,4027,YL-20m-78.xxx,5634,1913
104,1/4/2022,early,4/01/22 13:15,4/01/22 13:55,4026,YL-20m-69.xxx,163,536
104,1/4/2022,late,4/01/22 13:55,4/01/22 21:55,4026,YL-20m-69.xxx,5972,4017
104,1/4/2022,night,4/01/22 21:55,5/01/22 5:55,4026,YL-20m-69.xxx,8136,1816
104,1/5/2022,early,5/01/22 5:55,5/01/22 7:10,4026,YL-20m-69.xxx,1493,75
104,1/5/2022,early,5/01/22 7:10,5/01/22 13:55,4034,ND-22m-120.xxx,5770,1018
104,1/5/2022,late,5/01/22 13:55,5/01/22 21:15,4034,ND-22m-120.xxx,9620,546
104,1/5/2022,late,5/01/22 21:15,5/01/22 21:55,4032,ND-22m-143.xxx,263,530
104,1/5/2022,night,5/01/22 21:55,6/01/22 5:55,4032,ND-22m-143.xxx,9284,1708
104,1/6/2022,early,6/01/22 5:55,6/01/22 11:26,4032,ND-22m-143.xxx,7221,386
104,1/6/2022,early,6/01/22 11:26,6/01/22 13:55,4035,ND-22m-125.xxx,3023,259
104,1/6/2022,late,6/01/22 13:55,6/01/22 14:24,4035,ND-22m-125.xxx,598,76
104,1/6/2022,late,6/01/22 14:24,6/01/22 21:55,4032,ND-22m-143.xxx,8754,1280
104,1/6/2022,night,6/01/22 21:55,7/01/22 5:55,4032,ND-22m-143.xxx,9958,1035
104,1/7/2022,early,7/01/22 5:55,7/01/22 13:55,4032,ND-22m-143.xxx,10237,777
104,1/7/2022,late,7/01/22 13:55,7/01/22 21:55,4032,ND-22m-143.xxx,10428,579
104,1/7/2022,night,7/01/22 21:55,8/01/22 5:55,4032,ND-22m-143.xxx,10445,560
104,1/8/2022,early,8/01/22 5:55,8/01/22 13:55,4032,ND-22m-143.xxx,10260,752
104,1/8/2022,late,8/01/22 13:55,8/01/22 21:55,4032,ND-22m-143.xxx,9810,1189
104,1/8/2022,night,8/01/22 21:55,9/01/22 5:55,4032,ND-22m-143.xxx,10312,692
104,1/9/2022,early,9/01/22 5:55,9/01/22 13:55,4032,ND-22m-143.xxx,10220,792
104,1/9/2022,late,9/01/22 13:55,9/01/22 21:55,4032,ND-22m-143.xxx,10061,947
104,1/9/2022,night,9/01/22 21:55,10/01/22 2:08,4032,ND-22m-143.xxx,5342,530
104,1/9/2022,night,10/01/22 2:08,10/01/22 5:55,4011,NU-22m-68.xxx,2966,1229
104,1/10/2022,early,10/01/22 5:55,10/01/22 13:55,4011,NU-22m-68.xxx,9855,938
104,1/10/2022,late,10/01/22 13:55,10/01/22 21:55,4011,NU-22m-68.xxx,10147,959
104,1/10/2022,night,10/01/22 21:55,11/01/22 5:55,4011,NU-22m-68.xxx,10672,698
104,1/11/2022,early,11/01/22 5:55,11/01/22 13:55,4011,NU-22m-68.xxx,10444,915
104,1/11/2022,late,11/01/22 13:55,11/01/22 21:55,4011,NU-22m-68.xxx,10687,678
104,1/11/2022,night,11/01/22 21:55,12/01/22 2:39,4011,NU-22m-68.xxx,6042,829
104,1/11/2022,night,12/01/22 2:39,12/01/22 5:55,4032,ND-22m-143.xxx,1647,577
104,1/12/2022,early,12/01/22 5:55,12/01/22 13:55,4032,ND-22m-143.xxx,9393,1599
104,1/12/2022,late,12/01/22 13:55,12/01/22 21:55,4032,ND-22m-143.xxx,9785,1219
104,1/12/2022,night,12/01/22 21:55,13/01/22 5:55,4032,ND-22m-143.xxx,9590,1414
104,1/13/2022,early,13/01/22 5:55,13/01/22 11:54,4032,ND-22m-143.xxx,7668,575
104,1/13/2022,early,13/01/22 11:54,13/01/22 13:55,4034,ND-22m-120.xxx,1714,512
104,1/13/2022,late,13/01/22 13:55,13/01/22 20:35,4034,ND-22m-120.xxx,8923,264
104,1/13/2022,late,13/01/22 20:35,13/01/22 21:55,4032,ND-22m-143.xxx,1320,320
104,1/13/2022,night,13/01/22 21:55,14/01/22 5:55,4032,ND-22m-143.xxx,9791,1257
104,1/14/2022,early,14/01/22 5:55,14/01/22 13:55,4032,ND-22m-143.xxx,9462,1264
104,1/14/2022,late,14/01/22 13:55,14/01/22 21:55,4032,ND-22m-143.xxx,10069,997
104,1/14/2022,night,14/01/22 21:55,15/01/22 5:55,4032,ND-22m-143.xxx,9967,1079
104,1/15/2022,early,15/01/22 5:55,15/01/22 13:55,4032,ND-22m-143.xxx,9908,1139
104,1/15/2022,late,15/01/22 13:55,15/01/22 21:55,4032,ND-22m-143.xxx,10226,839
104,1/15/2022,night,15/01/22 21:55,16/01/22 5:55,4032,ND-22m-143.xxx,9854,1199
104,1/16/2022,early,16/01/22 5:55,16/01/22 13:55,4032,ND-22m-143.xxx,9632,1413
104,1/16/2022,late,16/01/22 13:55,16/01/22 21:55,4032,ND-22m-143.xxx,9999,1064
104,1/16/2022,night,16/01/22 21:55,17/01/22 5:55,4032,ND-22m-143.xxx,9319,1735
104,1/17/2022,early,17/01/22 5:55,17/01/22 13:55,4032,ND-22m-143.xxx,9855,1229
104,1/17/2022,late,17/01/22 13:55,17/01/22 21:55,4032,ND-22m-143.xxx,9570,1485
104,1/17/2022,night,17/01/22 21:55,18/01/22 5:55,4032,ND-22m-143.xxx,10014,1049
104,1/18/2022,early,18/01/22 5:55,18/01/22 13:55,4032,ND-22m-143.xxx,10181,866
104,1/18/2022,late,18/01/22 13:55,18/01/22 21:55,4032,ND-22m-143.xxx,9690,1358
104,1/18/2022,night,18/01/22 21:55,19/01/22 5:55,4032,ND-22m-143.xxx,10326,719
104,1/19/2022,early,19/01/22 5:55,19/01/22 13:55,4032,ND-22m-143.xxx,10139,931
104,1/19/2022,late,19/01/22 13:55,19/01/22 21:55,4032,ND-22m-143.xxx,8896,2020
104,1/19/2022,night,19/01/22 21:55,20/01/22 5:55,4032,ND-22m-143.xxx,10128,861
104,1/20/2022,early,20/01/22 5:55,20/01/22 13:55,4032,ND-22m-143.xxx,10103,955
104,1/20/2022,late,20/01/22 13:55,20/01/22 21:55,4032,ND-22m-143.xxx,10026,1093
104,1/20/2022,night,20/01/22 21:55,21/01/22 5:55,4032,ND-22m-143.xxx,10568,492
104,1/21/2022,early,21/01/22 5:55,21/01/22 13:55,4032,ND-22m-143.xxx,9951,1010
104,1/21/2022,late,21/01/22 13:55,21/01/22 21:55,4032,ND-22m-143.xxx,9667,760
104,1/22/2022,early,22/01/22 5:55,22/01/22 13:55,4032,ND-22m-143.xxx,8662,2148
104,1/22/2022,late,22/01/22 13:55,22/01/22 21:55,4032,ND-22m-143.xxx,10442,604
104,1/22/2022,night,22/01/22 21:55,23/01/22 5:55,4032,ND-22m-143.xxx,9810,1243
104,1/23/2022,early,23/01/22 5:55,23/01/22 13:55,4032,ND-22m-143.xxx,10113,951
104,1/23/2022,late,23/01/22 13:55,23/01/22 21:55,4032,ND-22m-143.xxx,10168,877
104,1/23/2022,night,23/01/22 21:55,24/01/22 5:55,4032,ND-22m-143.xxx,9884,1170
104,1/24/2022,early,24/01/22 5:55,24/01/22 13:55,4032,ND-22m-143.xxx,10104,969
104,1/24/2022,late,24/01/22 13:55,24/01/22 21:55,4032,ND-22m-143.xxx,10284,763
104,1/24/2022,night,24/01/22 21:55,25/01/22 5:55,4032,ND-22m-143.xxx,10030,1035
104,1/25/2022,early,25/01/22 5:55,25/01/22 13:55,4032,ND-22m-143.xxx,9624,1401
104,1/25/2022,late,25/01/22 13:55,25/01/22 21:55,4032,ND-22m-143.xxx,7893,1451
104,1/26/2022,early,26/01/22 5:55,26/01/22 13:55,4032,ND-22m-143.xxx,8162,1532
104,1/26/2022,late,26/01/22 13:55,26/01/22 21:55,4032,ND-22m-143.xxx,7433,1178
104,1/27/2022,early,27/01/22 5:55,27/01/22 13:55,4032,ND-22m-143.xxx,9274,923
104,1/27/2022,late,27/01/22 13:55,27/01/22 21:55,4032,ND-22m-143.xxx,10026,997
104,1/28/2022,early,28/01/22 5:55,28/01/22 13:55,4032,ND-22m-143.xxx,10128,1123
104,1/28/2022,late,28/01/22 13:55,28/01/22 21:55,4032,ND-22m-143.xxx,9567,1414
104,1/29/2022,early,29/01/22 5:55,29/01/22 13:55,4032,ND-22m-143.xxx,9804,1315
104,1/29/2022,late,29/01/22 13:55,29/01/22 21:55,4032,ND-22m-143.xxx,10032,1234
104,1/29/2022,night,29/01/22 21:55,30/01/22 5:55,4032,ND-22m-143.xxx,10085,1180
104,1/30/2022,early,30/01/22 5:55,30/01/22 13:55,4032,ND-22m-143.xxx,9648,1494
104,1/30/2022,late,30/01/22 13:55,30/01/22 21:55,4032,ND-22m-143.xxx,9465,1548
104,1/30/2022,night,30/01/22 21:55,31/01/22 4:07,4032,ND-22m-143.xxx,8087,957
104,1/30/2022,night,31/01/22 4:07,31/01/22 5:55,4027,YL-20m-78.xxx,0,0
104,1/31/2022,early,31/01/22 5:55,31/01/22 13:55,4027,YL-20m-78.xxx,0,181
104,1/31/2022,late,31/01/22 13:55,31/01/22 19:12,4027,YL-20m-78.xxx,5135,1437
104,1/31/2022,late,31/01/22 19:12,31/01/22 21:55,4026,YL-20m-69.xxx,1950,1165
104,1/31/2022,night,31/01/22 21:55,1/02/22 5:55,4026,YL-20m-69.xxx,8187,1536
104,2/1/2022,early,1/02/22 5:55,1/02/22 13:55,4026,YL-20m-69.xxx,8784,1205
104,2/1/2022,late,1/02/22 13:55,1/02/22 21:55,4026,YL-20m-69.xxx,9052,938
104,2/1/2022,night,1/02/22 21:55,2/02/22 5:30,4026,YL-20m-69.xxx,8515,1183
104,2/1/2022,night,2/02/22 5:30,2/02/22 5:55,4032,ND-22m-143.xxx,0,0
104,2/2/2022,early,2/02/22 5:55,2/02/22 13:55,4032,ND-22m-143.xxx,6988,1185
104,2/2/2022,late,2/02/22 13:55,2/02/22 21:55,4032,ND-22m-143.xxx,9051,1728
104,2/2/2022,night,2/02/22 21:55,3/02/22 5:55,4032,ND-22m-143.xxx,9157,1720
104,2/3/2022,early,3/02/22 5:55,3/02/22 13:55,4032,ND-22m-143.xxx,9832,1125
104,2/3/2022,late,3/02/22 13:55,3/02/22 21:55,4032,ND-22m-143.xxx,10152,907
104,2/3/2022,night,3/02/22 21:55,4/02/22 5:55,4032,ND-22m-143.xxx,9924,1121
104,2/4/2022,early,4/02/22 5:55,4/02/22 6:37,4032,ND-22m-143.xxx,865,381
104,2/4/2022,early,4/02/22 6:37,4/02/22 13:55,4011,NU-22m-68.xxx,4548,894
104,2/4/2022,late,4/02/22 13:55,4/02/22 21:55,4011,NU-22m-68.xxx,10066,1233
104,2/4/2022,night,4/02/22 21:55,5/02/22 5:55,4011,NU-22m-68.xxx,10176,1025
104,2/5/2022,early,5/02/22 5:55,5/02/22 8:31,4011,NU-22m-68.xxx,2885,825
104,2/5/2022,early,5/02/22 8:31,5/02/22 13:55,4034,ND-22m-120.xxx,4533,646
104,2/5/2022,late,5/02/22 13:55,5/02/22 15:48,4034,ND-22m-120.xxx,2254,360
104,2/5/2022,late,5/02/22 15:48,5/02/22 21:55,4035,ND-22m-125.xxx,7685,587
104,2/5/2022,night,5/02/22 21:55,5/02/22 23:22,4035,ND-22m-125.xxx,1957,57
104,2/5/2022,night,5/02/22 23:22,6/02/22 0:26,4034,ND-22m-120.xxx,1082,408
104,2/5/2022,night,6/02/22 0:26,6/02/22 5:55,4032,ND-22m-143.xxx,5929,1335
104,2/6/2022,early,6/02/22 5:55,6/02/22 13:55,4032,ND-22m-143.xxx,10244,786
104,2/6/2022,late,6/02/22 13:55,6/02/22 21:55,4032,ND-22m-143.xxx,10187,877
104,2/6/2022,night,6/02/22 21:55,7/02/22 5:55,4032,ND-22m-143.xxx,10024,1048
104,2/7/2022,early,7/02/22 5:55,7/02/22 13:55,4032,ND-22m-143.xxx,9234,1823
104,2/7/2022,late,7/02/22 13:55,7/02/22 21:55,4032,ND-22m-143.xxx,10501,562
104,2/7/2022,night,7/02/22 21:55,8/02/22 5:55,4032,ND-22m-143.xxx,9856,1204
104,2/8/2022,early,8/02/22 5:55,8/02/22 13:55,4032,ND-22m-143.xxx,10345,703
104,2/8/2022,late,8/02/22 13:55,8/02/22 21:55,4032,ND-22m-143.xxx,9056,1778
104,2/8/2022,night,8/02/22 21:55,9/02/22 5:55,4032,ND-22m-143.xxx,8754,2182
104,2/9/2022,early,9/02/22 5:55,9/02/22 13:55,4032,ND-22m-143.xxx,10239,821
104,2/9/2022,late,9/02/22 13:55,9/02/22 21:55,4032,ND-22m-143.xxx,9780,1272
104,2/9/2022,night,9/02/22 21:55,10/02/22 5:55,4032,ND-22m-143.xxx,9241,1595
104,2/10/2022,early,10/02/22 5:55,10/02/22 13:55,4032,ND-22m-143.xxx,9490,1562
104,2/10/2022,late,10/02/22 13:55,10/02/22 21:55,4032,ND-22m-143.xxx,10293,768
104,2/10/2022,night,10/02/22 21:55,11/02/22 5:55,4032,ND-22m-143.xxx,9523,1520
104,2/11/2022,early,11/02/22 5:55,11/02/22 13:55,4032,ND-22m-143.xxx,9908,1139
104,2/11/2022,late,11/02/22 13:55,11/02/22 21:55,4032,ND-22m-143.xxx,9984,1083
104,2/11/2022,night,11/02/22 21:55,12/02/22 5:55,4032,ND-22m-143.xxx,9934,1110
104,2/12/2022,early,12/02/22 5:55,12/02/22 13:55,4032,ND-22m-143.xxx,10490,555
104,2/12/2022,late,12/02/22 13:55,12/02/22 21:55,4032,ND-22m-143.xxx,9904,1165
104,2/12/2022,night,12/02/22 21:55,13/02/22 5:55,4032,ND-22m-143.xxx,9787,1070
104,2/13/2022,early,13/02/22 5:55,13/02/22 13:55,4032,ND-22m-143.xxx,9781,1266
104,2/13/2022,late,13/02/22 13:55,13/02/22 21:55,4032,ND-22m-143.xxx,9297,1764
104,2/13/2022,night,13/02/22 21:55,14/02/22 0:10,4032,ND-22m-143.xxx,2906,462
104,2/13/2022,night,14/02/22 0:10,14/02/22 5:55,4026,YL-20m-69.xxx,1769,1923
104,2/14/2022,early,14/02/22 5:55,14/02/22 9:49,4026,YL-20m-69.xxx,4691,201
104,2/14/2022,early,14/02/22 9:49,14/02/22 13:55,4027,YL-20m-78.xxx,2400,2491
104,2/14/2022,late,14/02/22 13:55,14/02/22 21:55,4027,YL-20m-78.xxx,7973,1720
104,2/14/2022,night,14/02/22 21:55,15/02/22 2:10,4027,YL-20m-78.xxx,4730,615
104,2/14/2022,night,15/02/22 2:10,15/02/22 5:55,4026,YL-20m-69.xxx,2770,1622
104,2/15/2022,early,15/02/22 5:55,15/02/22 13:55,4026,YL-20m-69.xxx,8901,1096
104,2/15/2022,late,15/02/22 13:55,15/02/22 21:55,4026,YL-20m-69.xxx,8625,1368
104,2/15/2022,night,15/02/22 21:55,16/02/22 2:27,4026,YL-20m-69.xxx,5255,435
104,2/15/2022,night,16/02/22 2:27,16/02/22 5:55,4011,NU-22m-68.xxx,3304,1040
104,2/16/2022,early,16/02/22 5:55,16/02/22 13:55,4011,NU-22m-68.xxx,10789,523
104,2/16/2022,late,16/02/22 13:55,16/02/22 21:55,4011,NU-22m-68.xxx,10485,736
104,2/16/2022,night,16/02/22 21:55,17/02/22 4:21,4011,NU-22m-68.xxx,8657,785
104,2/16/2022,night,17/02/22 4:21,17/02/22 5:55,4032,ND-22m-143.xxx,0,70
104,2/17/2022,early,17/02/22 5:55,17/02/22 9:15,4032,ND-22m-143.xxx,3663,627
104,2/17/2022,night,18/02/22 5:39,18/02/22 5:55,4032,ND-22m-143.xxx,0,34
104,2/18/2022,early,18/02/22 5:55,18/02/22 13:55,4032,ND-22m-143.xxx,9473,1238
104,2/18/2022,late,18/02/22 13:55,18/02/22 21:55,4032,ND-22m-143.xxx,9428,1076
104,2/18/2022,night,18/02/22 21:55,19/02/22 5:55,4032,ND-22m-143.xxx,10052,965
104,2/19/2022,early,19/02/22 5:55,19/02/22 13:55,4032,ND-22m-143.xxx,10385,625
104,2/19/2022,late,19/02/22 13:55,19/02/22 21:55,4032,ND-22m-143.xxx,10212,813
104,2/19/2022,night,19/02/22 21:55,20/02/22 5:55,4032,ND-22m-143.xxx,9525,1469
104,2/20/2022,early,20/02/22 5:55,20/02/22 13:55,4032,ND-22m-143.xxx,9182,1808
104,2/20/2022,late,20/02/22 13:55,20/02/22 21:55,4032,ND-22m-143.xxx,10221,772
104,2/20/2022,night,20/02/22 21:55,21/02/22 5:55,4032,ND-22m-143.xxx,10227,784
104,2/21/2022,early,21/02/22 5:55,21/02/22 13:55,4032,ND-22m-143.xxx,10376,781
104,2/21/2022,late,21/02/22 13:55,21/02/22 21:55,4032,ND-22m-143.xxx,10504,502
104,2/21/2022,night,21/02/22 21:55,22/02/22 5:55,4032,ND-22m-143.xxx,8891,2140
104,2/22/2022,early,22/02/22 5:55,22/02/22 13:55,4032,ND-22m-143.xxx,10066,940
104,2/22/2022,late,22/02/22 13:55,22/02/22 21:55,4032,ND-22m-143.xxx,10372,645
104,2/22/2022,night,22/02/22 21:55,23/02/22 5:55,4032,ND-22m-143.xxx,10425,567
104,2/23/2022,early,23/02/22 5:55,23/02/22 13:55,4032,ND-22m-143.xxx,9865,957
104,2/23/2022,late,23/02/22 13:55,23/02/22 16:09,4032,ND-22m-143.xxx,2796,311
104,2/23/2022,late,23/02/22 16:09,23/02/22 21:55,4034,ND-22m-120.xxx,7265,532
104,2/23/2022,night,23/02/22 21:55,24/02/22 1:32,4034,ND-22m-120.xxx,4750,230
104,2/23/2022,night,24/02/22 1:32,24/02/22 5:55,4032,ND-22m-143.xxx,5065,692
104,2/24/2022,early,24/02/22 5:55,24/02/22 13:55,4032,ND-22m-143.xxx,10261,748
104,2/24/2022,late,24/02/22 13:55,24/02/22 21:55,4032,ND-22m-143.xxx,10359,660
104,2/24/2022,night,24/02/22 21:55,25/02/22 5:55,4032,ND-22m-143.xxx,9138,1747
104,2/25/2022,early,25/02/22 5:55,25/02/22 13:55,4032,ND-22m-143.xxx,5847,1945
104,2/25/2022,late,25/02/22 13:55,25/02/22 21:55,4032,ND-22m-143.xxx,9984,1017
104,2/25/2022,night,25/02/22 21:55,26/02/22 5:55,4032,ND-22m-143.xxx,9563,1308
104,2/26/2022,early,26/02/22 5:55,26/02/22 13:55,4032,ND-22m-143.xxx,9988,1004
104,2/26/2022,late,26/02/22 13:55,26/02/22 21:55,4032,ND-22m-143.xxx,10063,957
104,2/26/2022,night,26/02/22 21:55,27/02/22 5:55,4032,ND-22m-143.xxx,9404,1595
104,2/27/2022,early,27/02/22 5:55,27/02/22 13:55,4032,ND-22m-143.xxx,9703,1288
104,2/27/2022,late,27/02/22 13:55,27/02/22 21:55,4032,ND-22m-143.xxx,9627,1391
104,2/27/2022,night,27/02/22 21:55,28/02/22 5:36,4032,ND-22m-143.xxx,9026,1279
104,2/27/2022,night,28/02/22 5:36,28/02/22 5:55,4011,NU-22m-68.xxx,0,68
104,2/28/2022,early,28/02/22 5:55,28/02/22 13:55,4011,NU-22m-68.xxx,9519,1105
104,2/28/2022,late,28/02/22 13:55,28/02/22 21:55,4011,NU-22m-68.xxx,10137,1008
104,2/28/2022,night,28/02/22 21:55,1/03/22 5:55,4011,NU-22m-68.xxx,10298,966
104,3/1/2022,early,1/03/22 5:55,1/03/22 13:55,4011,NU-22m-68.xxx,10465,844
104,3/1/2022,late,1/03/22 13:55,1/03/22 18:03,4011,NU-22m-68.xxx,5545,363
104,3/1/2022,late,1/03/22 18:03,1/03/22 21:55,4032,ND-22m-143.xxx,2897,782
104,3/1/2022,night,1/03/22 21:55,2/03/22 5:55,4032,ND-22m-143.xxx,9514,1490
104,3/2/2022,early,2/03/22 5:55,2/03/22 13:55,4032,ND-22m-143.xxx,9008,1728
104,3/2/2022,late,2/03/22 13:55,2/03/22 21:55,4032,ND-22m-143.xxx,10202,800
104,3/2/2022,night,2/03/22 21:55,3/03/22 5:55,4032,ND-22m-143.xxx,9882,1121
104,3/3/2022,early,3/03/22 5:55,3/03/22 13:55,4032,ND-22m-143.xxx,10226,784
104,3/3/2022,late,3/03/22 13:55,3/03/22 21:55,4032,ND-22m-143.xxx,10071,985
104,3/3/2022,night,3/03/22 21:55,4/03/22 5:55,4032,ND-22m-143.xxx,10029,974
104,3/4/2022,early,4/03/22 5:55,4/03/22 13:55,4032,ND-22m-143.xxx,9908,1092
104,3/4/2022,late,4/03/22 13:55,4/03/22 21:55,4032,ND-22m-143.xxx,10017,989
104,3/4/2022,night,4/03/22 21:55,5/03/22 5:55,4032,ND-22m-143.xxx,9548,1457
104,3/5/2022,early,5/03/22 5:55,5/03/22 13:55,4032,ND-22m-143.xxx,9876,1107
104,3/5/2022,late,5/03/22 13:55,5/03/22 21:55,4032,ND-22m-143.xxx,10484,510
104,3/5/2022,night,5/03/22 21:55,6/03/22 5:55,4032,ND-22m-143.xxx,7951,2339
104,3/6/2022,early,6/03/22 5:55,6/03/22 13:55,4032,ND-22m-143.xxx,6017,2487
104,3/6/2022,late,6/03/22 13:55,6/03/22 21:55,4032,ND-22m-143.xxx,9633,1224
104,3/6/2022,night,6/03/22 21:55,7/03/22 5:55,4032,ND-22m-143.xxx,9873,1138
104,3/7/2022,early,7/03/22 5:55,7/03/22 8:45,4032,ND-22m-143.xxx,3384,523
104,3/7/2022,early,7/03/22 8:45,7/03/22 13:55,4034,ND-22m-120.xxx,5611,965
104,3/7/2022,late,7/03/22 13:55,7/03/22 19:35,4034,ND-22m-120.xxx,6884,935
104,3/7/2022,late,7/03/22 19:35,7/03/22 21:55,4032,ND-22m-143.xxx,2451,415
104,3/7/2022,night,7/03/22 21:55,8/03/22 5:55,4032,ND-22m-143.xxx,9607,1354
104,3/8/2022,early,8/03/22 5:55,8/03/22 13:55,4032,ND-22m-143.xxx,10077,927
104,3/8/2022,late,8/03/22 13:55,8/03/22 21:55,4032,ND-22m-143.xxx,9529,1471
104,3/8/2022,night,8/03/22 21:55,9/03/22 5:55,4032,ND-22m-143.xxx,8838,1927
104,3/9/2022,early,9/03/22 5:55,9/03/22 13:55,4032,ND-22m-143.xxx,9734,1452
