Line,production day,shift,from,till,Code,Stof-Snelheid-Profiel,IO parts,NIO parts
104,10/4/2022,late,4/10/22 13:55,4/10/22 21:55,4011,NU-22m-68.xxx,9267,1694
104,10/4/2022,night,4/10/22 21:55,5/10/22 5:55,4011,NU-22m-68.xxx,10395,942
104,10/5/2022,early,5/10/22 5:55,5/10/22 13:55,4011,NU-22m-68.xxx,10300,1046
104,10/5/2022,late,5/10/22 13:55,5/10/22 18:45,4011,NU-22m-68.xxx,6524,610
104,10/5/2022,late,5/10/22 18:45,5/10/22 21:55,4032,ND-22m-143.xxx,677,1222
104,10/5/2022,night,5/10/22 21:55,6/10/22 5:55,4032,ND-22m-143.xxx,10303,681
104,10/6/2022,early,6/10/22 5:55,6/10/22 13:55,4032,ND-22m-143.xxx,10242,739
104,10/6/2022,late,6/10/22 13:55,6/10/22 21:55,4032,ND-22m-143.xxx,9455,1545
104,10/6/2022,night,6/10/22 21:55,7/10/22 5:55,4032,ND-22m-143.xxx,9462,1514
104,10/7/2022,early,7/10/22 5:55,7/10/22 13:55,4032,ND-22m-143.xxx,9749,1237
104,10/7/2022,late,7/10/22 13:55,7/10/22 21:55,4032,ND-22m-143.xxx,10146,847
104,10/7/2022,night,7/10/22 21:55,8/10/22 1:34,4032,ND-22m-143.xxx,4414,617
104,10/7/2022,night,8/10/22 1:34,8/10/22 5:55,4034,ND-22m-120.xxx,4586,1306
104,10/8/2022,early,8/10/22 5:55,8/10/22 7:23,4034,ND-22m-120.xxx,1648,400
104,10/8/2022,early,8/10/22 7:23,8/10/22 13:55,4032,ND-22m-143.xxx,6667,2043
104,10/8/2022,late,8/10/22 13:55,8/10/22 21:55,4032,ND-22m-143.xxx,9422,1331
104,10/8/2022,night,8/10/22 21:55,9/10/22 5:55,4032,ND-22m-143.xxx,10162,884
104,10/9/2022,early,9/10/22 5:55,9/10/22 13:55,4032,ND-22m-143.xxx,10272,799
104,10/9/2022,late,9/10/22 13:55,9/10/22 21:55,4032,ND-22m-143.xxx,10096,973
104,10/9/2022,night,9/10/22 21:55,10/10/22 5:55,4032,ND-22m-143.xxx,7325,943
104,10/10/2022,early,10/10/22 5:55,10/10/22 13:55,4027,YL-20m-78.xxx,0,0
104,10/10/2022,late,10/10/22 13:55,10/10/22 21:55,4027,YL-20m-78.xxx,4509,3858
104,10/10/2022,night,10/10/22 21:55,10/10/22 23:25,4027,YL-20m-78.xxx,1120,779
104,10/10/2022,night,10/10/22 23:25,11/10/22 5:55,4026,YL-20m-69.xxx,5407,2580
104,10/11/2022,early,11/10/22 5:55,11/10/22 13:55,4026,YL-20m-69.xxx,8823,1139
104,10/11/2022,late,11/10/22 13:55,11/10/22 21:55,4026,YL-20m-69.xxx,7576,2177
104,10/11/2022,night,11/10/22 21:55,12/10/22 5:55,4026,YL-20m-69.xxx,7982,2055
104,10/12/2022,early,12/10/22 5:55,12/10/22 13:35,4026,YL-20m-69.xxx,8475,1180
104,10/12/2022,early,12/10/22 13:35,12/10/22 13:55,4027,YL-20m-78.xxx,0,72
104,10/12/2022,late,12/10/22 13:55,12/10/22 21:55,4027,YL-20m-78.xxx,8205,1458
104,10/12/2022,night,12/10/22 21:55,13/10/22 4:12,4027,YL-20m-78.xxx,7281,592
104,10/12/2022,night,13/10/22 4:12,13/10/22 5:55,4032,ND-22m-143.xxx,0,289
104,10/13/2022,early,13/10/22 5:55,13/10/22 13:55,4032,ND-22m-143.xxx,7999,1217
104,10/13/2022,late,13/10/22 13:55,13/10/22 21:55,4032,ND-22m-143.xxx,8132,1730
104,10/13/2022,night,13/10/22 21:55,14/10/22 5:55,4032,ND-22m-143.xxx,10079,898
104,10/14/2022,early,14/10/22 5:55,14/10/22 13:55,4032,ND-22m-143.xxx,9844,1154
104,10/14/2022,late,14/10/22 13:55,14/10/22 21:55,4032,ND-22m-143.xxx,10453,526
104,10/14/2022,night,14/10/22 21:55,15/10/22 5:55,4032,ND-22m-143.xxx,10205,777
104,10/15/2022,early,15/10/22 5:55,15/10/22 13:55,4032,ND-22m-143.xxx,9936,1079
104,10/15/2022,late,15/10/22 13:55,15/10/22 21:55,4032,ND-22m-143.xxx,10307,681
104,10/15/2022,night,15/10/22 21:55,16/10/22 5:55,4032,ND-22m-143.xxx,10083,905
104,10/16/2022,early,16/10/22 5:55,16/10/22 13:55,4032,ND-22m-143.xxx,9622,1365
104,10/16/2022,late,16/10/22 13:55,16/10/22 21:55,4032,ND-22m-143.xxx,10290,685
104,10/16/2022,night,16/10/22 21:55,17/10/22 3:25,4032,ND-22m-143.xxx,7270,1179
104,10/16/2022,night,17/10/22 3:25,17/10/22 5:55,4011,NU-22m-68.xxx,0,244
104,10/17/2022,early,17/10/22 5:55,17/10/22 13:55,4011,NU-22m-68.xxx,10016,1255
104,10/17/2022,late,17/10/22 13:55,17/10/22 21:55,4011,NU-22m-68.xxx,10020,1056
104,10/17/2022,night,17/10/22 21:55,18/10/22 5:55,4011,NU-22m-68.xxx,11085,188
104,10/18/2022,early,18/10/22 5:55,18/10/22 13:55,4011,NU-22m-68.xxx,10047,1230
104,10/18/2022,late,18/10/22 13:55,18/10/22 21:55,4011,NU-22m-68.xxx,9837,1451
104,10/18/2022,night,18/10/22 21:55,19/10/22 3:24,4011,NU-22m-68.xxx,6973,778
104,10/18/2022,night,19/10/22 3:24,19/10/22 5:55,4032,ND-22m-143.xxx,896,758
104,10/19/2022,early,19/10/22 5:55,19/10/22 13:55,4032,ND-22m-143.xxx,9729,1258
104,10/19/2022,late,19/10/22 13:55,19/10/22 21:55,4032,ND-22m-143.xxx,9365,1475
104,10/19/2022,night,19/10/22 21:55,20/10/22 5:55,4032,ND-22m-143.xxx,9778,1200
104,10/20/2022,early,20/10/22 5:55,20/10/22 13:55,4032,ND-22m-143.xxx,9573,1412
104,10/20/2022,late,20/10/22 13:55,20/10/22 21:55,4032,ND-22m-143.xxx,10405,573
104,10/20/2022,night,20/10/22 21:55,21/10/22 5:55,4032,ND-22m-143.xxx,9900,1078
104,10/21/2022,early,21/10/22 5:55,21/10/22 13:55,4032,ND-22m-143.xxx,10027,953
104,10/21/2022,late,21/10/22 13:55,21/10/22 21:55,4032,ND-22m-143.xxx,9864,1113
104,10/21/2022,night,21/10/22 21:55,22/10/22 5:55,4032,ND-22m-143.xxx,9512,1478
104,10/22/2022,early,22/10/22 5:55,22/10/22 13:55,4032,ND-22m-143.xxx,10075,925
104,10/22/2022,late,22/10/22 13:55,22/10/22 21:55,4032,ND-22m-143.xxx,10331,658
104,10/22/2022,night,22/10/22 21:55,23/10/22 5:55,4032,ND-22m-143.xxx,10276,693
104,10/23/2022,early,23/10/22 5:55,23/10/22 13:55,4032,ND-22m-143.xxx,9489,1487
104,10/23/2022,late,23/10/22 13:55,23/10/22 21:55,4032,ND-22m-143.xxx,9938,1118
104,10/23/2022,night,23/10/22 21:55,24/10/22 5:55,4032,ND-22m-143.xxx,10141,908
104,10/24/2022,early,24/10/22 5:55,24/10/22 13:55,4032,ND-22m-143.xxx,9920,1024
104,10/24/2022,late,24/10/22 13:55,24/10/22 21:55,4032,ND-22m-143.xxx,8896,1613
104,10/24/2022,night,24/10/22 21:55,25/10/22 5:55,4032,ND-22m-143.xxx,10626,427
104,10/25/2022,early,25/10/22 5:55,25/10/22 13:55,4032,ND-22m-143.xxx,7961,1809
104,10/25/2022,late,25/10/22 13:55,25/10/22 21:55,4032,ND-22m-143.xxx,9655,1287
104,10/25/2022,night,25/10/22 21:55,26/10/22 5:55,4032,ND-22m-143.xxx,8952,823
104,10/26/2022,early,26/10/22 5:55,26/10/22 13:55,4032,ND-22m-143.xxx,8428,1068
104,10/26/2022,late,26/10/22 13:55,26/10/22 21:55,4032,ND-22m-143.xxx,8342,1080
104,10/26/2022,night,26/10/22 21:55,27/10/22 5:55,4032,ND-22m-143.xxx,10374,679
104,10/27/2022,early,27/10/22 5:55,27/10/22 13:55,4032,ND-22m-143.xxx,10172,886
104,10/27/2022,late,27/10/22 13:55,27/10/22 21:55,4032,ND-22m-143.xxx,9799,1253
104,10/27/2022,night,27/10/22 21:55,28/10/22 5:55,4032,ND-22m-143.xxx,10024,1026
104,10/28/2022,early,28/10/22 5:55,28/10/22 13:55,4032,ND-22m-143.xxx,9779,909
104,10/28/2022,late,28/10/22 13:55,28/10/22 21:49,4032,ND-22m-143.xxx,10102,879
104,10/28/2022,night,29/10/22 3:27,29/10/22 5:55,4034,ND-22m-120.xxx,2605,638
104,10/29/2022,early,29/10/22 5:55,29/10/22 13:55,4034,ND-22m-120.xxx,9889,1110
104,10/29/2022,late,29/10/22 13:55,29/10/22 14:12,4034,ND-22m-120.xxx,332,94
104,10/29/2022,late,29/10/22 14:12,29/10/22 21:55,4032,ND-22m-143.xxx,8838,1595
104,10/29/2022,night,29/10/22 21:55,30/10/22 5:55,4032,ND-22m-143.xxx,9942,2403
104,10/30/2022,early,30/10/22 5:55,30/10/22 13:55,4032,ND-22m-143.xxx,9295,1792
104,10/30/2022,late,30/10/22 13:55,30/10/22 21:55,4032,ND-22m-143.xxx,10051,998
104,10/30/2022,night,30/10/22 21:55,31/10/22 4:09,4032,ND-22m-143.xxx,7715,1168
104,10/30/2022,night,31/10/22 4:09,31/10/22 5:55,4026,YL-20m-69.xxx,0,0
104,11/2/2022,early,2/11/22 5:55,2/11/22 13:55,4026,YL-20m-69.xxx,823,739
104,11/2/2022,late,2/11/22 13:55,2/11/22 21:55,4026,YL-20m-69.xxx,7007,2554
104,11/2/2022,night,2/11/22 21:55,3/11/22 5:55,4026,YL-20m-69.xxx,8358,1681
104,11/3/2022,early,3/11/22 5:55,3/11/22 13:55,4026,YL-20m-69.xxx,7144,1562
104,11/3/2022,late,3/11/22 13:55,3/11/22 14:09,4026,YL-20m-69.xxx,4,38
104,11/3/2022,late,3/11/22 14:09,3/11/22 21:55,4032,ND-22m-143.xxx,8490,1008
104,11/3/2022,night,3/11/22 21:55,4/11/22 5:55,4032,ND-22m-143.xxx,10152,898
104,11/4/2022,early,4/11/22 5:55,4/11/22 13:55,4032,ND-22m-143.xxx,10409,650
104,11/4/2022,late,4/11/22 13:55,4/11/22 21:55,4032,ND-22m-143.xxx,10164,652
104,11/4/2022,night,4/11/22 21:55,5/11/22 5:55,4032,ND-22m-143.xxx,9395,1308
104,11/5/2022,early,5/11/22 5:55,5/11/22 13:55,4032,ND-22m-143.xxx,10206,846
104,11/5/2022,late,5/11/22 13:55,5/11/22 21:55,4032,ND-22m-143.xxx,10196,859
104,11/5/2022,night,5/11/22 21:55,6/11/22 5:55,4032,ND-22m-143.xxx,10314,748
104,11/6/2022,early,6/11/22 5:55,6/11/22 13:55,4032,ND-22m-143.xxx,9205,1654
104,11/6/2022,late,6/11/22 13:55,6/11/22 21:55,4032,ND-22m-143.xxx,10422,638
104,11/6/2022,night,6/11/22 21:55,7/11/22 5:55,4032,ND-22m-143.xxx,10428,622
104,11/7/2022,early,7/11/22 5:55,7/11/22 7:38,4032,ND-22m-143.xxx,2252,122
104,11/7/2022,early,7/11/22 7:38,7/11/22 13:55,4034,ND-22m-120.xxx,7252,942
104,11/7/2022,late,7/11/22 13:55,7/11/22 21:54,4034,ND-22m-120.xxx,9734,1386
104,11/7/2022,late,7/11/22 21:54,7/11/22 21:55,4032,ND-22m-143.xxx,0,0
104,11/7/2022,night,7/11/22 21:55,8/11/22 5:55,4032,ND-22m-143.xxx,9619,1068
104,11/8/2022,early,8/11/22 5:55,8/11/22 13:55,4032,ND-22m-143.xxx,10131,847
104,11/8/2022,late,8/11/22 13:55,8/11/22 21:55,4032,ND-22m-143.xxx,10183,848
104,11/8/2022,night,8/11/22 21:55,9/11/22 5:55,4032,ND-22m-143.xxx,7683,727
104,11/10/2022,early,10/11/22 5:55,10/11/22 13:55,4032,ND-22m-143.xxx,6921,2639
104,11/10/2022,late,10/11/22 13:55,10/11/22 21:55,4032,ND-22m-143.xxx,10263,876
104,11/10/2022,night,10/11/22 21:55,11/11/22 4:12,4032,ND-22m-143.xxx,8376,525
104,11/10/2022,night,11/11/22 4:12,11/11/22 5:55,4011,NU-22m-68.xxx,0,0
104,11/12/2022,early,12/11/22 5:55,12/11/22 13:55,4011,NU-22m-68.xxx,7246,4114
104,11/12/2022,late,12/11/22 13:55,12/11/22 21:55,4011,NU-22m-68.xxx,10316,958
104,11/12/2022,night,12/11/22 21:55,13/11/22 5:55,4011,NU-22m-68.xxx,10655,622
104,11/13/2022,early,13/11/22 5:55,13/11/22 13:55,4011,NU-22m-68.xxx,9861,1180
104,11/13/2022,late,13/11/22 13:55,13/11/22 21:55,4011,NU-22m-68.xxx,10837,435
104,11/13/2022,night,13/11/22 21:55,14/11/22 5:55,4011,NU-22m-68.xxx,10655,630
104,11/14/2022,early,14/11/22 5:55,14/11/22 6:16,4011,NU-22m-68.xxx,438,236
104,11/14/2022,early,14/11/22 6:16,14/11/22 13:55,4032,ND-22m-143.xxx,7421,792
104,11/14/2022,late,14/11/22 13:55,14/11/22 21:55,4032,ND-22m-143.xxx,10031,946
104,11/14/2022,night,14/11/22 21:55,15/11/22 5:55,4032,ND-22m-143.xxx,9784,1069
104,11/15/2022,early,15/11/22 5:55,15/11/22 13:55,4032,ND-22m-143.xxx,10204,941
104,11/15/2022,late,15/11/22 13:55,15/11/22 21:55,4032,ND-22m-143.xxx,9227,1937
104,11/15/2022,night,15/11/22 21:55,16/11/22 5:55,4032,ND-22m-143.xxx,9463,1692
104,11/16/2022,early,16/11/22 5:55,16/11/22 13:55,4032,ND-22m-143.xxx,7614,2551
104,11/16/2022,late,16/11/22 13:55,16/11/22 21:55,4032,ND-22m-143.xxx,8958,2023
104,11/16/2022,night,16/11/22 21:55,17/11/22 5:55,4032,ND-22m-143.xxx,10045,1111
104,11/17/2022,early,17/11/22 5:55,17/11/22 13:55,4032,ND-22m-143.xxx,7173,3677
104,11/17/2022,late,17/11/22 13:55,17/11/22 21:55,4032,ND-22m-143.xxx,9164,1916
104,11/17/2022,night,17/11/22 21:55,18/11/22 5:55,4032,ND-22m-143.xxx,9807,1244
104,11/18/2022,early,18/11/22 5:55,18/11/22 13:55,4032,ND-22m-143.xxx,9789,1317
104,11/18/2022,late,18/11/22 13:55,18/11/22 21:55,4032,ND-22m-143.xxx,10324,744
104,11/18/2022,night,18/11/22 21:55,19/11/22 5:55,4032,ND-22m-143.xxx,9438,1499
104,11/19/2022,early,19/11/22 5:55,19/11/22 13:55,4032,ND-22m-143.xxx,9274,1293
104,11/19/2022,late,19/11/22 13:55,19/11/22 21:55,4032,ND-22m-143.xxx,10032,1149
104,11/19/2022,night,19/11/22 21:55,20/11/22 5:55,4032,ND-22m-143.xxx,8083,2791
104,11/20/2022,early,20/11/22 5:55,20/11/22 11:28,4032,ND-22m-143.xxx,5906,1412
104,11/20/2022,early,20/11/22 11:28,20/11/22 13:55,4034,ND-22m-120.xxx,2862,390
104,11/20/2022,late,20/11/22 13:55,20/11/22 21:55,4034,ND-22m-120.xxx,10302,675
104,11/20/2022,night,20/11/22 21:55,21/11/22 5:55,4034,ND-22m-120.xxx,6446,791
104,11/21/2022,early,21/11/22 5:55,21/11/22 13:55,4032,ND-22m-143.xxx,0,0
104,11/21/2022,late,21/11/22 13:55,21/11/22 21:55,4032,ND-22m-143.xxx,7991,892
104,11/21/2022,night,21/11/22 21:55,22/11/22 5:55,4032,ND-22m-143.xxx,10032,947
104,11/22/2022,early,22/11/22 5:55,22/11/22 13:55,4032,ND-22m-143.xxx,7782,3075
104,11/22/2022,late,22/11/22 13:55,22/11/22 21:55,4032,ND-22m-143.xxx,8780,2132
104,11/22/2022,night,22/11/22 21:55,23/11/22 5:55,4032,ND-22m-143.xxx,9785,1138
104,11/23/2022,early,23/11/22 5:55,23/11/22 13:55,4032,ND-22m-143.xxx,9894,1101
104,11/23/2022,late,23/11/22 13:55,23/11/22 21:55,4032,ND-22m-143.xxx,10256,769
104,11/23/2022,night,23/11/22 21:55,24/11/22 5:55,4032,ND-22m-143.xxx,9937,769
104,11/24/2022,early,24/11/22 5:55,24/11/22 13:55,4032,ND-22m-143.xxx,9626,1391
104,11/24/2022,late,24/11/22 13:55,24/11/22 21:55,4032,ND-22m-143.xxx,9986,1039
104,11/24/2022,night,24/11/22 21:55,25/11/22 5:55,4032,ND-22m-143.xxx,9680,1304
104,11/25/2022,early,25/11/22 5:55,25/11/22 13:55,4032,ND-22m-143.xxx,9236,1578
104,11/25/2022,late,25/11/22 13:55,25/11/22 21:55,4032,ND-22m-143.xxx,9637,1231
104,11/25/2022,night,25/11/22 21:55,26/11/22 5:55,4032,ND-22m-143.xxx,9863,1162
104,11/26/2022,early,26/11/22 5:55,26/11/22 13:55,4032,ND-22m-143.xxx,10594,470
104,11/26/2022,late,26/11/22 13:55,26/11/22 21:55,4032,ND-22m-143.xxx,10389,679
104,11/26/2022,night,26/11/22 21:55,27/11/22 5:55,4032,ND-22m-143.xxx,10598,459
104,11/27/2022,early,27/11/22 5:55,27/11/22 13:55,4032,ND-22m-143.xxx,10150,965
104,11/27/2022,late,27/11/22 13:55,27/11/22 21:55,4032,ND-22m-143.xxx,9179,1696
104,11/27/2022,night,27/11/22 21:55,28/11/22 5:55,4032,ND-22m-143.xxx,10477,571
104,11/28/2022,early,28/11/22 5:55,28/11/22 13:55,4032,ND-22m-143.xxx,10132,964
104,11/28/2022,late,28/11/22 13:55,28/11/22 21:55,4032,ND-22m-143.xxx,9116,1784
104,11/28/2022,night,28/11/22 21:55,29/11/22 5:55,4032,ND-22m-143.xxx,9701,1256
104,11/29/2022,early,29/11/22 5:55,29/11/22 13:55,4032,ND-22m-143.xxx,9709,1386
104,11/29/2022,late,29/11/22 13:55,29/11/22 21:55,4032,ND-22m-143.xxx,9239,1553
104,11/29/2022,night,29/11/22 21:55,30/11/22 5:55,4032,ND-22m-143.xxx,9902,1149
104,11/30/2022,early,30/11/22 5:55,30/11/22 13:55,4032,ND-22m-143.xxx,9672,1265
104,11/30/2022,late,30/11/22 13:55,30/11/22 21:55,4032,ND-22m-143.xxx,9837,1320
104,11/30/2022,night,30/11/22 21:55,1/12/22 5:55,4032,ND-22m-143.xxx,9802,1355
104,12/1/2022,early,1/12/22 5:55,1/12/22 13:55,4032,ND-22m-143.xxx,9198,2014
104,12/1/2022,late,1/12/22 13:55,1/12/22 21:55,4032,ND-22m-143.xxx,9643,1331
104,12/1/2022,night,1/12/22 21:55,2/12/22 5:55,4032,ND-22m-143.xxx,9177,1643
104,12/2/2022,early,2/12/22 5:55,2/12/22 13:55,4032,ND-22m-143.xxx,8938,2060
104,12/2/2022,late,2/12/22 13:55,2/12/22 21:55,4032,ND-22m-143.xxx,8752,2225
104,12/2/2022,night,2/12/22 21:55,3/12/22 5:55,4032,ND-22m-143.xxx,8297,2165
104,12/3/2022,early,3/12/22 5:55,3/12/22 13:55,4032,ND-22m-143.xxx,9648,1339
104,12/3/2022,late,3/12/22 13:55,3/12/22 21:55,4032,ND-22m-143.xxx,9973,1017
104,12/3/2022,night,3/12/22 21:55,4/12/22 5:55,4032,ND-22m-143.xxx,7807,893
104,12/4/2022,early,4/12/22 5:55,4/12/22 13:55,4026,YL-20m-69.xxx,0,0
104,12/4/2022,late,4/12/22 13:55,4/12/22 21:55,4026,YL-20m-69.xxx,0,0
104,12/4/2022,night,4/12/22 21:55,5/12/22 5:55,4026,YL-20m-69.xxx,0,0
104,12/5/2022,early,5/12/22 5:55,5/12/22 13:55,4026,YL-20m-69.xxx,0,0
104,12/5/2022,late,5/12/22 13:55,5/12/22 21:55,4026,YL-20m-69.xxx,9098,1426
104,12/5/2022,night,5/12/22 21:55,6/12/22 5:55,4026,YL-20m-69.xxx,9075,1263
104,12/6/2022,early,6/12/22 5:55,6/12/22 9:42,4026,YL-20m-69.xxx,3443,1330
104,12/6/2022,early,6/12/22 9:42,6/12/22 13:55,4014,NU-20m-80.xx,3145,1096
104,12/6/2022,late,6/12/22 13:55,6/12/22 15:30,4014,NU-20m-80.xx,1930,161
104,12/6/2022,late,6/12/22 15:30,6/12/22 21:55,4011,NU-22m-68.xxx,7891,825
104,12/6/2022,night,6/12/22 21:55,7/12/22 5:55,4011,NU-22m-68.xxx,9424,1598
104,12/7/2022,early,7/12/22 5:55,7/12/22 12:54,4011,NU-22m-68.xxx,8119,1120
104,12/7/2022,early,7/12/22 12:54,7/12/22 13:55,4032,ND-22m-143.xxx,0,110
104,12/7/2022,late,7/12/22 13:55,7/12/22 21:55,4032,ND-22m-143.xxx,9674,1010
104,12/7/2022,night,7/12/22 21:55,8/12/22 5:55,4032,ND-22m-143.xxx,10302,856
104,12/8/2022,early,8/12/22 5:55,8/12/22 13:55,4032,ND-22m-143.xxx,10422,744
104,12/8/2022,late,8/12/22 13:55,8/12/22 21:55,4032,ND-22m-143.xxx,8795,2025
104,12/8/2022,night,8/12/22 21:55,9/12/22 5:55,4032,ND-22m-143.xxx,9951,1201
104,12/9/2022,early,9/12/22 5:55,9/12/22 13:55,4032,ND-22m-143.xxx,9982,1116
104,12/9/2022,late,9/12/22 13:55,9/12/22 21:55,4032,ND-22m-143.xxx,10165,791
104,12/9/2022,night,9/12/22 21:55,10/12/22 5:55,4032,ND-22m-143.xxx,10427,729
104,12/10/2022,early,10/12/22 5:55,10/12/22 13:55,4032,ND-22m-143.xxx,10156,1040
104,12/10/2022,late,10/12/22 13:55,10/12/22 21:55,4032,ND-22m-143.xxx,10096,1059
104,12/10/2022,night,10/12/22 21:55,11/12/22 5:55,4032,ND-22m-143.xxx,10457,705
104,12/11/2022,early,11/12/22 5:55,11/12/22 13:55,4032,ND-22m-143.xxx,10714,460
104,12/11/2022,late,11/12/22 13:55,11/12/22 21:55,4032,ND-22m-143.xxx,10619,537
104,12/11/2022,night,11/12/22 21:55,12/12/22 5:55,4032,ND-22m-143.xxx,10387,777
104,12/12/2022,early,12/12/22 5:55,12/12/22 8:10,4032,ND-22m-143.xxx,2958,381
104,12/12/2022,early,12/12/22 8:10,12/12/22 13:55,4027,YL-20m-78.xxx,625,1719
104,12/12/2022,late,12/12/22 13:55,12/12/22 16:17,4027,YL-20m-78.xxx,2020,1029
104,12/12/2022,late,12/12/22 16:17,12/12/22 21:55,4026,YL-20m-69.xxx,5949,761
104,12/12/2022,night,12/12/22 21:55,13/12/22 5:55,4026,YL-20m-69.xxx,8612,1260
104,12/13/2022,early,13/12/22 5:55,13/12/22 13:55,4026,YL-20m-69.xxx,8787,1174
104,12/13/2022,late,13/12/22 13:55,13/12/22 17:45,4026,YL-20m-69.xxx,4103,921
104,12/13/2022,late,13/12/22 17:45,13/12/22 21:55,4032,ND-22m-143.xxx,1323,555
104,12/13/2022,night,13/12/22 21:55,14/12/22 5:55,4032,ND-22m-143.xxx,9741,1355
104,12/14/2022,early,14/12/22 5:55,14/12/22 13:55,4032,ND-22m-143.xxx,6802,1588
104,12/14/2022,late,14/12/22 13:55,14/12/22 21:55,4032,ND-22m-143.xxx,10665,489
104,12/14/2022,night,14/12/22 21:55,15/12/22 5:55,4032,ND-22m-143.xxx,10168,990
104,12/15/2022,early,15/12/22 5:55,15/12/22 13:55,4032,ND-22m-143.xxx,7971,2735
104,12/15/2022,late,15/12/22 13:55,15/12/22 21:55,4032,ND-22m-143.xxx,9293,1865
104,12/15/2022,night,15/12/22 21:55,16/12/22 4:04,4032,ND-22m-143.xxx,7792,916
104,12/15/2022,night,16/12/22 4:04,16/12/22 5:55,4011,NU-22m-68.xxx,0,0
104,12/16/2022,early,16/12/22 5:55,16/12/22 13:55,4011,NU-22m-68.xxx,0,0
104,12/16/2022,late,16/12/22 13:55,16/12/22 21:55,4011,NU-22m-68.xxx,0,0
104,12/16/2022,night,16/12/22 21:55,17/12/22 5:55,4011,NU-22m-68.xxx,0,0
104,12/17/2022,early,17/12/22 5:55,17/12/22 13:55,4011,NU-22m-68.xxx,9038,1654
104,12/17/2022,late,17/12/22 13:55,17/12/22 21:55,4011,NU-22m-68.xxx,9079,1817
104,12/17/2022,night,17/12/22 21:55,18/12/22 5:55,4011,NU-22m-68.xxx,9982,1287
104,12/18/2022,early,18/12/22 5:55,18/12/22 13:55,4011,NU-22m-68.xxx,10672,678
104,12/18/2022,late,18/12/22 13:55,18/12/22 21:55,4011,NU-22m-68.xxx,10458,876
104,12/18/2022,night,18/12/22 21:55,19/12/22 5:46,4011,NU-22m-68.xxx,10204,985
104,12/18/2022,night,19/12/22 5:46,19/12/22 5:55,4032,ND-22m-143.xxx,0,0
104,12/19/2022,early,19/12/22 5:55,19/12/22 13:55,4032,ND-22m-143.xxx,7153,1352
104,12/19/2022,late,19/12/22 13:55,19/12/22 21:55,4032,ND-22m-143.xxx,10485,657
104,12/19/2022,night,19/12/22 21:55,20/12/22 5:55,4032,ND-22m-143.xxx,10390,767
104,12/20/2022,early,20/12/22 5:55,20/12/22 13:55,4032,ND-22m-143.xxx,9526,1628
104,12/20/2022,late,20/12/22 13:55,20/12/22 21:55,4032,ND-22m-143.xxx,10409,735
104,12/20/2022,night,20/12/22 21:55,21/12/22 5:55,4032,ND-22m-143.xxx,10611,546
104,12/21/2022,early,21/12/22 5:55,21/12/22 13:55,4032,ND-22m-143.xxx,8927,1760
104,12/21/2022,late,21/12/22 13:55,21/12/22 21:55,4032,ND-22m-143.xxx,9748,1254
104,12/21/2022,night,21/12/22 21:55,22/12/22 5:55,4032,ND-22m-143.xxx,10597,740
104,12/22/2022,early,22/12/22 5:55,22/12/22 13:55,4032,ND-22m-143.xxx,9392,1628
104,12/22/2022,late,22/12/22 13:55,22/12/22 21:55,4032,ND-22m-143.xxx,6021,801
105,1/4/2022,late,4/01/22 13:55,4/01/22 21:55,5002,ND-35m-143.xxx,12673,3703
105,1/4/2022,night,4/01/22 21:55,5/01/22 5:55,5002,ND-35m-143.xxx,14890,1748
105,1/5/2022,early,5/01/22 5:55,5/01/22 13:55,5002,ND-35m-143.xxx,12451,3019
105,1/5/2022,late,5/01/22 13:55,5/01/22 21:55,5002,ND-35m-143.xxx,14664,2122
105,1/5/2022,night,5/01/22 21:55,6/01/22 5:31,5002,ND-35m-143.xxx,13802,1908
105,1/5/2022,night,6/01/22 5:31,6/01/22 5:55,5004,ND-35m-125.xxx,0,158
105,1/6/2022,early,6/01/22 5:55,6/01/22 13:55,5004,ND-35m-125.xxx,14862,2377
105,1/6/2022,late,6/01/22 13:55,6/01/22 18:13,5004,ND-35m-125.xxx,7589,1260
105,1/6/2022,late,6/01/22 18:13,6/01/22 21:55,5002,ND-35m-143.xxx,6865,883
105,1/6/2022,night,6/01/22 21:55,7/01/22 5:55,5002,ND-35m-143.xxx,14800,2039
105,1/7/2022,early,7/01/22 5:55,7/01/22 13:55,5002,ND-35m-143.xxx,15439,1774
105,1/7/2022,late,7/01/22 13:55,7/01/22 21:55,5002,ND-35m-143.xxx,15686,1608
105,1/7/2022,night,7/01/22 21:55,8/01/22 1:28,5002,ND-35m-143.xxx,6855,939
105,1/7/2022,night,8/01/22 1:28,8/01/22 5:55,5005,ND-35m-79.xxx,7188,2321
105,1/8/2022,early,8/01/22 5:55,8/01/22 13:55,5005,ND-35m-79.xxx,15118,2146
105,1/8/2022,late,8/01/22 13:55,8/01/22 18:26,5005,ND-35m-79.xxx,8306,2044
105,1/8/2022,late,8/01/22 18:26,8/01/22 21:55,5002,ND-35m-143.xxx,5842,1290
105,1/8/2022,night,8/01/22 21:55,9/01/22 5:55,5002,ND-35m-143.xxx,15364,1874
105,1/9/2022,early,9/01/22 5:55,9/01/22 13:55,5002,ND-35m-143.xxx,14425,2944
105,1/9/2022,late,9/01/22 13:55,9/01/22 21:55,5002,ND-35m-143.xxx,13764,1622
105,1/9/2022,night,9/01/22 21:55,10/01/22 5:55,5002,ND-35m-143.xxx,14457,2804
