,error rate,total produced,production speed [PC / min]
0,0.030878515511742533,6898,16.82439024390244
1,0.408207343412527,926,13.228571428571428
2,0.11483312731767614,8090,16.854166666666668
3,0.11555115674873191,8083,16.839583333333334
4,0.11258705184420945,7754,16.154166666666665
5,0.058875219683655534,7966,16.595833333333335
6,0.08878968253968254,8064,16.8
7,0.06155603502982612,7879,16.414583333333333
8,0.24266365688487584,4430,9.229166666666666
9,0.08972529432750624,5606,16.8855421686747
12,0.09306569343065693,6576,16.481203007518797
13,0.0352372471695713,7861,16.377083333333335
14,0.1745585874799358,4984,16.448844884488448
19,0.10165389269866881,2479,15.59119496855346
20,0.09013605442176871,8232,17.15
21,0.07150699972550097,7286,17.183962264150942
24,0.05995893223819302,4870,16.287625418060202
25,0.03655061330690125,8071,16.814583333333335
26,0.11676159479251425,4916,15.267080745341614
27,0.1401831939466348,2511,15.89240506329114
28,0.06547793042969892,3421,16.935643564356436
53,,0,0.0
54,0.1334178418634131,6311,13.147916666666667
55,0.011091393078970719,2254,16.94736842105263
56,0.13472348141432458,5515,15.893371757925072
57,0.09678615574783683,8090,16.854166666666668
58,0.09484893511639425,8076,16.825
59,0.0,27,27.0
65,,0,0.0
66,,0,0.0
67,0.1769648397104447,7736,16.116666666666667
68,0.11188204683434519,8071,16.814583333333335
69,0.11802111153503751,7863,16.38125
70,0.10618046971569839,8090,16.854166666666668
71,0.18646843895678467,7937,16.535416666666666
72,0.10784434836318715,8095,16.864583333333332
73,0.09189895470383275,2296,17.134328358208954
74,0.33992427429533023,4754,13.739884393063583
75,0.10612650677271032,8047,16.764583333333334
76,0.19651965196519652,3333,16.833333333333332
82,0.26842564326210205,4586,15.441077441077441
83,0.17848504137492044,7855,16.364583333333332
84,0.14699276266533567,8014,16.695833333333333
85,0.07142857142857142,126,18.0
87,0.3057366362451108,1534,15.653061224489797
90,0.1360544217687075,2352,13.75438596491228
91,0.04455106237148732,1459,16.96511627906977
92,0.1998149861239593,6486,16.461928934010153
93,0.21460602178090968,7805,16.260416666666668
94,0.16718728779030287,7363,15.339583333333334
95,0.13447613418058224,6767,14.097916666666666
96,0.16982771101780803,6907,14.389583333333333
97,0.1434878587196468,4983,10.38125
98,0.362048549437537,6756,14.075
99,0.2518703241895262,1203,15.0375
100,0.08895800933125972,6430,16.075
101,0.1665886757136172,2137,16.06766917293233
125,0.2995744680851064,3525,12.030716723549489
126,0.10317460317460317,504,17.379310344827587
130,0.36173285198555954,1385,15.561797752808989
131,0.10629274965800274,7310,15.229166666666666
138,,0,0.0
139,0.21568910719445247,6922,14.420833333333333
140,0.13465645019469916,7961,16.585416666666667
141,0.18707653701380175,7970,16.604166666666668
142,0.15452041071875783,7986,16.6375
143,0.1103088648215002,4986,16.901694915254236
144,0.10433918516064922,3019,16.318918918918918
145,0.09385433411648325,8087,16.847916666666666
146,0.1399156536839494,8062,16.795833333333334
147,0.1252847380410023,3073,16.884615384615383
148,0.47703180212014135,2547,8.546979865771812
149,0.08425288848500584,7703,16.047916666666666
150,0.1913154533844189,7830,16.3125
156,0.26176241226930075,3847,12.330128205128204
160,0.07984069789493647,5273,15.463343108504398
161,0.1046101447512468,8221,17.127083333333335
162,0.04990403071017274,1563,17.175824175824175
163,0.13014566181127296,6316,16.236503856041132
164,0.08312716476991588,8084,16.841666666666665
165,0.17574257425742573,8080,16.833333333333332
166,0.09759391112202308,8146,16.970833333333335
167,0.11621808143547274,7245,17.04705882352941
168,0.38935574229691877,714,12.981818181818182
169,0.07058968970206453,8089,16.852083333333333
170,0.17024444720188608,8059,16.789583333333333
171,0.09148880791254554,7684,16.008333333333333
172,0.09676190476190476,7875,16.40625
173,0.06799007444168735,8060,16.791666666666668
174,0.09555638074019061,8079,16.83125
175,0.09821428571428571,5040,16.416938110749186
182,0.23121951219512196,3075,15.147783251231527
183,0.4866189219751225,2653,12.225806451612904
184,0.2696353436185133,2852,10.222222222222221
200,0.2569635751453933,6534,16.45843828715365
201,0.33043014575186636,5626,11.720833333333333
202,0.2469305938361313,7982,16.629166666666666
203,0.3290086912709409,7939,16.539583333333333
204,0.28751525010166734,7377,16.57752808988764
205,1.0,239,6.828571428571428
206,0.3066745074977948,3401,16.920398009950247
207,0.34360609280906834,2823,10.118279569892474
208,0.21659894101711613,8121,16.91875
209,0.15930599369085174,8242,17.170833333333334
210,0.1134020618556701,1455,17.321428571428573
226,,0,0.0
227,0.1690606330240244,7867,16.389583333333334
228,0.44221311475409836,4880,10.166666666666666
229,0.28903225806451616,7750,16.145833333333332
230,0.198943661971831,7952,16.566666666666666
231,0.189346187121493,8091,16.85625
232,0.1778565999493286,7894,16.445833333333333
237,,0,0.0
238,0.38750489109169167,7667,15.972916666666666
239,0.187593933597486,7319,15.247916666666667
240,0.13608538690943336,6371,16.67801047120419
246,0.22973322973322974,3861,13.98913043478261
247,0.15512048192771086,664,17.473684210526315
248,0.2918412964515228,7158,16.194570135746606
249,0.19124737297564595,8089,16.852083333333333
250,0.2261949099937927,8055,16.78125
251,0.23780487804878048,2296,16.88235294117647
272,0.11421200750469043,4264,15.283154121863799
273,,0,0.0
274,0.35188487009679065,7852,16.358333333333334
275,0.1862947658402204,2904,16.88372093023256
276,0.1763383735185942,4894,15.88961038961039
277,0.12992275547676332,7897,16.452083333333334
278,0.1409970238095238,8064,16.8
279,0.13686451289757076,7986,16.6375
280,0.18098652491037212,8089,16.852083333333333
281,0.1722387320455671,8076,16.825
282,0.14933860798615403,8089,16.852083333333333
283,0.18761084367874334,7894,16.445833333333333
284,0.11300692383778438,8088,16.85
285,0.1412556053811659,446,17.153846153846153
286,0.4698955787602755,4501,9.91409691629956
287,0.18869565217391304,5750,13.248847926267281
345,1.0,51,3.4
346,0.09191979352789359,5037,16.56907894736842
347,0.050006188884762964,8079,16.83125
348,0.04739217652958876,7976,16.616666666666667
349,0.029171817058096416,8090,16.854166666666668
350,0.04474107032505253,8091,16.85625
351,0.0563737938039614,7876,16.408333333333335
352,0.07198612315698179,8071,16.814583333333335
353,0.05156657963446475,3064,15.712820512820512
357,0.05383153894870171,4737,15.737541528239202
358,0.07294469357249626,6690,16.851385390428213
367,,0,0.0
368,0.13348356309650053,7544,15.716666666666667
369,0.03222094361334868,7821,16.29375
370,0.016097321209142295,8138,16.954166666666666
371,0.15734480639213275,8135,16.947916666666668
372,0.16117358149153418,7737,16.11875
373,0.11970251446110258,8471,17.647916666666667
374,0.15866882712202418,8023,16.714583333333334
375,0.1342717258261934,8170,17.020833333333332
376,0.12298910223144785,3854,16.33050847457627
387,0.3282789992418499,2638,8.374603174603175
388,0.0998843038951022,2593,17.05921052631579
393,0.5334075723830735,898,13.606060606060606
396,0.7845884413309983,571,11.196078431372548
397,0.1395148380741288,8121,16.91875
398,0.20670528780968817,8113,16.902083333333334
399,0.16960159860122392,8007,16.68125
400,0.14134675896790433,7945,16.552083333333332
401,0.3096272167933406,5526,11.5125
402,0.1689994815966822,3858,17.07079646017699
436,0.18422636965683323,1661,15.238532110091743
437,0.12339693462621207,6394,16.694516971279374
439,0.48053392658509453,899,16.053571428571427
440,0.05690672963400236,4235,16.872509960159363
522,,0,0.0
523,0.06807261078483716,7492,15.608333333333333
524,0.10570615175145438,8079,16.83125
525,0.11044373620985536,8158,16.995833333333334
526,0.11190852694319425,8221,17.127083333333335
527,0.12182126422862678,8258,17.204166666666666
528,0.28725341426403644,6590,13.729166666666666
529,,0,0.0
530,0.2571428571428571,7455,15.53125
531,0.07632117491272421,8307,17.30625
532,0.08951065891472869,8256,17.2
533,0.07258687258687259,1295,2.6979166666666665
534,0.09370424597364568,8196,17.075
535,0.11076694337752448,8071,16.814583333333335
536,0.13472168659210695,7779,16.20625
537,,0,0.0
538,0.07179663345929234,5822,12.129166666666666
539,,0,0.0
540,,0,0.0
541,0.1250627195183141,7972,16.608333333333334
542,,0,0.0
543,,0,0.0
544,0.13187285223367698,2328,14.55
545,0.15302626570232203,2627,15.452941176470588
551,0.14888743455497383,3056,16.08421052631579
556,0.1780424983902125,3106,15.53
557,0.06513841914067393,7983,16.63125
558,0.08657527479313326,8097,16.86875
559,0.09136763222366336,6939,14.45625
560,0.28534649216906244,4661,9.710416666666667
561,0.09895269050198628,8307,17.30625
562,0.12004043467273187,7914,16.4875
563,0.04458924236616839,7827,16.30625
564,0.0390032502708559,8307,17.30625
565,0.06650276582667486,8135,16.947916666666668
566,0.20749939715456958,8294,17.279166666666665
567,0.1293394406943105,8296,17.283333333333335
568,0.27579543990725236,7763,16.172916666666666
569,0.2591674925668979,8072,16.816666666666666
570,0.2130892091936112,7701,16.04375
571,0.25746867973016385,6226,12.970833333333333
573,0.22489486963835156,5945,16.42265193370166
574,0.10432478014697025,8301,17.29375
575,0.08455971049457177,8290,17.270833333333332
576,0.0747514422486805,8147,16.972916666666666
577,0.06146610444372365,6166,12.845833333333333
579,0.2058340180772391,2434,15.024691358024691
580,0.050693506812323555,8147,16.972916666666666
581,0.11237884922095448,8151,16.98125
582,0.06588148693411851,8151,16.98125
583,0.09297111960965317,7583,15.797916666666667
584,0.1773002900079093,7586,15.804166666666667
585,0.14721332479180013,7805,16.260416666666668
586,0.13751814223512338,8268,17.225
587,0.1100084714994554,8263,17.214583333333334
588,0.10410017186349128,8146,16.970833333333335
589,0.1985000604814322,8267,17.222916666666666
590,0.11223371880706026,8215,17.114583333333332
591,0.10596273291925466,8050,17.237687366167023
594,0.29814126394052043,2690,14.699453551912569
595,0.19316309719934102,2428,16.079470198675498
599,0.12355316285329744,3715,15.543933054393305
623,,0,0.0
624,,0,0.0
625,0.31870567375886527,6768,14.1
626,0.048230731943771206,8252,17.191666666666666
627,0.09847936278059377,8286,17.2625
628,0.08459288152120917,8204,17.091666666666665
629,0.0529737539128341,8306,17.304166666666667
630,0.09812339016313014,8153,16.985416666666666
631,0.10660877954655089,8292,17.275
632,0.09819468162966577,8198,17.079166666666666
633,0.10901015228426396,7880,16.416666666666668
634,0.08483483483483484,1332,17.2987012987013
658,0.13074112734864302,3832,15.640816326530611
659,0.07618224472157056,8099,16.872916666666665
660,0.07581585804690408,8059,16.789583333333333
661,0.18594137377862038,6857,14.285416666666666
662,0.05713892330992703,7263,15.13125
663,0.06950645589477494,8287,17.264583333333334
664,0.06220558038410436,8279,17.247916666666665
665,0.08144305019305019,8288,17.266666666666666
666,0.08020808129687879,8266,17.220833333333335
667,0.42790580531419214,7941,16.54375
668,0.13702696017808558,8086,16.845833333333335
669,0.11415800918096158,8278,17.245833333333334
670,0.08985132514544279,7735,16.114583333333332
671,0.13063932448733415,8290,17.270833333333332
672,0.10368663594470046,1736,17.535353535353536
699,0.10917506125782739,7346,16.25221238938053
700,0.12249163879598662,2392,16.272108843537413
701,0.07905067808708066,5604,16.82882882882883
702,0.045261497391093315,8241,17.16875
703,0.042707202316322836,8289,17.26875
704,0.058979297063071735,8308,17.308333333333334
705,0.051648351648351645,8190,17.0625
717,,0,0.0
718,0.13787706317586795,7028,14.641666666666667
719,0.0596346921495101,8267,17.222916666666666
720,0.0706256109481916,8184,17.05
721,0.11635605689063266,8156,16.991666666666667
722,0.13392411382925612,8012,16.691666666666666
723,0.13336707579400228,7903,16.464583333333334
724,0.0836144578313253,8300,17.291666666666668
725,0.060624468472846554,8231,17.147916666666667
726,0.057198020996741886,8287,17.264583333333334
727,0.04433028919330289,5256,17.289473684210527
766,,0,0.0
767,0.34362834155203736,7706,16.054166666666667
768,0.06557776694295465,8204,17.091666666666665
769,0.042227884965416816,8241,17.16875
770,0.03701850925462731,7996,16.658333333333335
771,0.058207052825378844,7061,14.710416666666667
772,0.10767139836907279,6622,13.795833333333333
773,0.19038489898245098,6781,14.127083333333333
774,0.08781939965269164,8062,16.795833333333334
775,0.1697862576983456,8281,17.252083333333335
776,0.05904556484227554,3709,17.413145539906104
789,,0,0.0
790,0.2464479915804245,5701,11.877083333333333
791,0.1550644567219153,8145,16.96875
792,0.05558912386706949,8275,17.239583333333332
793,0.05851191909463039,8306,17.304166666666667
794,0.08753637245392823,8248,17.183333333333334
795,0.06813530757192729,8307,17.30625
796,0.11758334336261884,8309,17.310416666666665
797,0.08966181249247804,8309,17.310416666666665
798,0.023112480739599383,2596,17.42281879194631
810,0.15207780725022105,5655,16.06534090909091
811,0.3414169629253428,7876,16.408333333333335
812,0.1119109947643979,1528,17.168539325842698
827,,0,0.0
828,0.2536520584329349,6777,14.11875
829,0.06051231283257023,8081,16.835416666666667
830,0.12498460780692033,8121,16.91875
831,0.03682170542635659,516,17.2
858,0.1916928542150567,7319,16.447191011235955
859,0.0942881922933961,8071,16.814583333333335
860,0.05442009357301157,8122,16.920833333333334
861,0.1418190929591581,7982,16.629166666666666
862,0.2808898847631242,6248,13.016666666666667
863,0.17183478367446992,8159,16.997916666666665
864,0.32528504359490273,5964,12.425
865,0.24086316577273295,8017,16.702083333333334
866,0.8998330550918197,599,11.51923076923077
867,0.4155075466114235,6758,15.789719626168225
868,0.08045977011494253,2001,16.95762711864407
870,0.18161683277962348,3612,16.34389140271493
871,0.06880076445293837,2093,17.016260162601625
881,,0,0.0
882,0.10628272251308901,5730,11.9375
883,0.06891583623484211,8329,17.352083333333333
884,0.042027938342967246,8304,17.3
885,0.07538179596823458,8185,17.052083333333332
886,0.06886985888312629,8291,17.272916666666667
887,0.06806088355401559,8081,16.835416666666667
888,0.07894736842105263,7410,16.651685393258425
902,,0,0.0
903,,0,0.0
904,,0,0.0
905,,0,0.0
906,0.22957587889403228,7993,16.652083333333334
907,0.06682283318949575,8111,16.897916666666667
908,0.08848667672197084,7956,16.575
909,0.06816497900716226,8098,16.870833333333334
910,0.050221565731166914,8124,16.925
911,0.06056494387566301,8107,16.889583333333334
912,0.06042258742122822,8093,16.860416666666666
913,0.07150480256136606,5622,16.933734939759034
914,0.1441133365901319,2047,16.118110236220474
942,,0,0.0
943,,0,0.0
944,,0,0.0
945,,0,0.0
946,0.32279757901815737,7435,15.489583333333334
947,0.20421324161650903,2326,17.22962962962963
948,0.13213102686786898,5434,15.75072463768116
949,0.039517419672534776,8123,16.922916666666666
950,0.27648612945838835,7570,15.770833333333334
951,0.16728922091782283,3748,17.192660550458715
3253,0.2160945413618458,1777,15.587719298245615
3254,0.06840509399636144,8245,17.177083333333332
3255,0.0654488265182676,8266,17.220833333333335
3256,0.09537081919534658,8252,17.191666666666666
3257,0.1674827369742624,7965,16.59375
3258,0.07522980164489598,8268,17.225
3259,0.0750732421875,8192,17.066666666666666
3260,0.08800482218203737,8295,17.28125
3261,0.1292752191628596,8099,16.872916666666665
3262,0.10172143974960876,8307,17.30625
3263,0.05858854860186418,2253,17.46511627906977
3275,,0,0.0
3276,0.21079853664690298,7927,16.514583333333334
3277,0.09159104658197217,8265,17.21875
3278,0.18646965441445842,8189,17.060416666666665
3279,0.14879373500063156,7917,16.49375
3280,0.14166153846153845,8125,16.927083333333332
3281,0.2028186274509804,8160,17.0
3282,0.3180037902716361,7915,16.489583333333332
3283,0.20670322973796465,8205,17.09375
3284,0.2509407803525451,5049,17.2320819112628
3323,0.9932203389830508,295,10.535714285714286
3324,0.2102728731942215,8099,16.872916666666665
3325,0.10792580101180438,8302,17.295833333333334
3326,0.1123960968558005,8301,17.29375
3327,0.12503094825451844,8078,16.829166666666666
3328,0.16154680159016985,8301,17.29375
3329,0.14225487834256806,8302,17.295833333333334
3330,0.14667154352596928,5468,17.19496855345912
3367,0.3047154471544715,3075,16.356382978723403
3368,0.11382734912146678,1309,17.0
3371,0.18249158249158248,4455,16.62313432835821
3372,0.17282909791641576,8303,17.297916666666666
3373,0.08308119011598589,7932,16.525
3374,0.09566440721319862,7819,16.289583333333333
3375,0.06097106668322364,8053,16.777083333333334
3376,0.07922513349062461,8053,16.777083333333334
3377,0.07279693486590039,1827,16.916666666666668
3400,0.14511738686628106,5878,16.464985994397757
3401,0.11029049729197439,8124,16.925
3402,0.13163138231631383,8030,16.729166666666668
3403,0.18327577701036013,8108,16.891666666666666
3404,0.15845588235294117,8160,17.0
3405,0.10614525139664804,8234,17.154166666666665
3406,0.10251046025104603,8126,16.929166666666667
3407,0.11081213307240705,8176,17.033333333333335
3408,0.10144035454881202,8123,16.922916666666666
3409,0.14729058067644563,8249,17.185416666666665
3410,0.15231067021533995,8266,17.220833333333335
3411,0.13637463697967087,8264,17.216666666666665
3412,0.12303951367781155,8225,17.135416666666668
3413,0.1564617618586641,8264,17.216666666666665
3414,0.09533026857004596,8266,17.220833333333335
3415,0.06581818181818182,8250,17.1875
3416,0.10912343470483005,1677,17.288659793814432
