Order,Starting time,End time,Execution time
53,0.0,0.0030314704108174192,0.0030314704108174192
54,8.15664961663646,8.471683201517225,0.3150335848807643
55,14.951570909312416,15.824799189184631,0.8732282798722151
56,22.57075106419071,22.953723364216437,0.3829723000257266
57,28.22888085346218,28.918641508289515,0.6897606548273335
59,42.476323585096424,42.773758635055984,0.29743504995956127
60,50.10477844919716,50.38843221913362,0.28365376993645985
61,57.390994832395336,57.50731887213417,0.11632403973883183
58,35.76815482845474,66.16728378943586,0.3991289609811098
62,66.10077285382327,66.25259982829388,0.15182697447061183
63,72.70126983238782,73.34852166083124,0.6472518284434168
64,80.50046183556371,81.00859669817095,0.5081348626072366
67,101.3483540270757,101.59387747329939,0.24552344622368943
68,108.49956188213557,108.79044492851614,0.29088304638056944
65,86.95542453498464,117.55220230671583,0.5967777717311876
66,94.436091807905,124.87793906594743,0.4418472580424292
72,131.8826643261627,132.15061727890296,0.26795295274024894
73,139.3151875246776,139.69286724764757,0.377679722969964
70,120.94582678287655,151.49064775882348,0.5448209759469296
71,126.19624396025871,156.44975361426876,0.25350965401006526
76,159.05490821377285,159.13383608724064,0.07892787346780404
77,168.4038686254845,168.5182837309713,0.11441510548678856
78,175.40649101763822,175.5654439918072,0.1589529741689925
69,115.48865863350454,175.68736085372677,0.19870222022223175
74,145.69162784121443,175.8418830278236,0.15025518660916
75,152.66751872079266,183.36011075067438,0.6925920298817374
79,183.74939065026857,184.56830035596576,0.8189097056972049
81,197.09947044706198,197.37639996705664,0.27692951999465404
82,202.07400381534944,202.28602261773864,0.2120188023891875
83,207.55456887812107,207.88517755745553,0.3306086793344722
84,217.418868469063,217.63878746703895,0.21991899797595202
80,190.24179909574008,220.7587044372917,0.5169053415516203
85,224.7286308233574,255.01676801013963,0.288137186782218
89,255.31911433094575,256.0305552374665,0.7114409065207664
86,232.75857583509074,263.74293467723527,0.984358842144559
87,240.08582398754768,270.40113507673453,0.31531108918689
91,270.4556391093024,270.5267369723753,0.07109786307292532
88,248.33152338505894,278.6446119582864,0.31308857322746503
94,291.9933925464681,292.3010281020296,0.30763555556151545
90,263.2822997470947,293.4820545385359,0.19975479144117475
92,278.51547606070346,308.63514225405675,0.11966619335327694
97,311.73958489961916,311.95404556920386,0.21446066958470797
98,320.382208213093,320.49388417250907,0.11167595941604752
99,326.90604742773513,327.05466116793764,0.1486137402025088
95,297.8948232358358,328.325699151747,0.4308759159112204
100,333.99472369763777,334.2164979554027,0.22177425776490703
96,305.36250295183214,335.41438968958136,0.05188673774920718
101,340.3137226152325,340.7664201198277,0.4526975045952436
102,345.56297160337357,346.0424874587777,0.4795158554041242
93,286.4027190893837,346.92409314806457,0.5213740586808658
103,352.4928880122002,352.72109068533814,0.22820267313796194
104,359.4700680549362,389.50990838887344,0.0398403339372664
