Order,Starting time,End time,Execution time
268,0.0,3.6129885081790847,3.6129885081790847
272,23.9335606753298,27.226319411472172,3.292758736142372
273,29.324728041977643,33.19488719442179,3.8701591524441437
274,36.820204837988136,46.8077470556064,9.987542217618266
270,10.826124037468263,50.210213661290496,39.384089623822234
269,4.884521913818874,50.210213661290496,37.418256676689026
271,18.17803430870417,50.210213661290496,32.77606755324774
275,44.62838413670129,50.210213661290496,12.694706573101346
270,10.826124037468263,50.210213661290496,25.384
269,4.884521913818874,50.210213661290496,23.4182
271,18.17803430870417,59.5981136612905,9.3879
269,4.884521913818874,61.9827136612905,11.7725
270,10.826124037468263,72.9782136612905,22.768
279,71.98645155563356,72.9782136612905,28.32258387562811
276,52.01255904128807,72.9782136612905,3.4556766118946727
278,65.34877221733636,72.9782136612905,5.989583730231385
277,58.57382318370037,72.9782136612905,13.634488202757193
270,10.826124037468263,81.7462136612905,8.768
279,71.98645155563356,82.5265136612905,9.5483
280,79.3102021956673,104.02398487224093,24.713782676573633
283,100.78669591864208,108.17266345080975,4.148678578568819
280,79.3102021956673,114.73758487224093,10.7136
284,108.75515557078205,117.27208990292259,8.516934332140531
281,87.43207236850441,124.83291746884353,20.8089325966026
282,95.44246889908015,124.83291746884353,44.97415487599137
286,120.86304041848496,124.83291746884353,53.19041634997586
281,87.43207236850441,124.83291746884353,6.8088
285,114.38654390964462,124.83291746884353,23.101325506598222
282,95.44246889908015,124.83291746884353,30.9741
286,120.86304041848496,124.83291746884353,23.514
285,114.38654390964462,133.93411746884354,9.1012
286,120.86304041848496,134.34681746884354,9.5139
282,95.44246889908015,141.80691746884352,16.974
282,95.44246889908015,144.7808174688435,2.9739
288,136.5276120268807,147.30892875117613,5.50201128233259
289,144.3769564063389,150.2214022490993,5.844445842760379
290,151.18350291604838,162.0798943074144,10.896391391366024
287,128.49234040990882,169.12778794584773,27.320870477004217
291,157.81371650352938,169.12778794584773,37.101366334115056
292,165.74928006921007,169.12778794584773,19.626074540869226
287,128.49234040990882,169.12778794584773,13.3208
292,165.74928006921007,174.75378794584773,5.626
294,178.6253917200368,186.21715814954203,7.591766429505243
295,183.9928405844358,190.20787567891938,6.2150350944835635
291,157.81371650352938,192.22898794584773,23.1012
296,191.21722613015618,192.22898794584773,23.844924088538928
293,171.51253599388417,192.22898794584773,6.41588466991717
291,157.81371650352938,201.33008794584774,9.101099999999999
296,191.21722613015618,202.07378794584773,9.8448
299,211.4415619331467,247.78384908908575,36.342287155939054
298,204.8409623213712,247.78384908908575,18.09849831601872
297,198.7436354369699,247.78384908908575,21.244239567138383
300,217.3308629006106,247.78384908908575,0.526370190486349
301,222.0213913669533,247.78384908908575,29.19244084170642
303,232.92795291445853,247.78384908908575,7.5648561011215465
302,227.60107416320847,247.78384908908575,0.7065007348797284
299,211.4415619331467,251.50754908908576,3.7237
298,204.8409623213712,251.88224908908575,4.0984
305,248.25148294859565,255.50526283241626,3.9977137433305034
297,198.7436354369699,258.65014908908574,10.866299999999999
306,254.45398074543047,262.72381536512006,8.269834619689602
301,222.0213913669533,262.97624908908574,15.1924
304,240.90403714412338,262.97624908908574,20.291300468963954
307,262.0110794465892,262.97624908908574,3.1003599044014147
301,222.0213913669533,265.95674908908575,2.9805
304,240.90403714412338,267.6946490890857,4.7184
309,278.3097907263815,288.4765568263205,10.166766099939014
311,292.18222942220245,295.22157719254176,3.0393477703392855
313,307.69354886072995,313.74836620190973,6.054817341179791
312,300.7045020849692,324.83730913389314,24.132807048923937
308,270.40069720494665,324.83730913389314,25.593194868804602
310,285.9211064554118,324.83730913389314,29.15305077368509
315,319.9937783234852,324.83730913389314,24.94343168935262
312,300.7045020849692,324.83730913389314,10.1328
314,313.8730091508832,324.83730913389314,20.053203823932506
308,270.40069720494665,324.83730913389314,11.593
310,285.9211064554118,324.83730913389314,10.102
314,313.8730091508832,346.0235091338931,21.1862
315,319.9937783234852,346.0235091338931,21.886799999999997
316,327.93953706449656,346.0235091338931,8.86466090345802
317,335.866643916711,346.0235091338931,12.380164338547685
318,342.7188626383967,346.0235091338931,3.908654650424005
315,319.9937783234852,348.6524091338931,2.6289
314,313.8730091508832,353.2097091338931,7.1861999999999995
319,350.0607559882717,370.194800589185,20.134044600913256
319,350.0607559882717,376.328800589185,6.134
320,355.6136526130518,411.21300169989,41.01820111070504
321,363.0154796945147,411.21300169989,51.0527339854542
320,355.6136526130518,438.23120169989,27.0182
321,363.0154796945147,438.23120169989,37.0525
320,355.6136526130518,451.24940169989,13.0182
321,363.0154796945147,461.28370169989,23.0525
321,363.0154796945147,470.33570169989,9.052
