Order,Starting time,End time,Execution time
97,297.2357946769055,357.65383626310285,0.2884090006123606
104,318.9569756163346,365.42327847553537,0.06010427217603578
105,323.29278986709267,365.8241539442445,0.400875468709082
95,289.67941579040564,366.2273440572487,0.4090712137269767
94,287.6938078553543,379.0251627337695,0.7308090212711683
116,357.41136497165934,379.4282235644327,0.40306083066319376
96,294.20611020160015,387.56052344475677,0.550466722698091
114,351.12660085193147,387.9999996753509,0.4394762305941396
101,310.920734486385,388.3129360182513,0.6590997551484588
117,361.34120893016245,388.36500242117984,0.3650027458288962
110,339.7253828883595,389.4156249145213,1.1026888962699808
113,347.5019738042213,410.0608575948097,0.6326340303770094
100,306.7521774496134,426.4298681270919,0.605714182847384
109,336.03839201589204,426.5616340087507,0.3342899515019949
118,363.6863829244486,450.69426177066237,1.2786368561410817
