error rate,total produced,production speed [PC / min]
0.11413338152900777,11066,23.054166666666667
0.10745594215996385,11065,23.052083333333332
0.11557461086774164,10729,22.352083333333333
0.12807974421666354,10634,22.154166666666665
0.15516005733397037,8372,22.688346883468835
0.12337921404348694,10026,20.8875
0.06439393939393939,3960,22.5
0.11421200750469043,4264,15.283154121863799
0.35188487009679065,7852,16.358333333333334
0.1862947658402204,2904,16.88372093023256
0.1763383735185942,4894,15.88961038961039
0.12992275547676332,7897,16.452083333333334
0.1409970238095238,8064,16.8
0.13686451289757076,7986,16.6375
0.18098652491037212,8089,16.852083333333333
0.1722387320455671,8076,16.825
0.14933860798615403,8089,16.852083333333333
0.18761084367874334,7894,16.445833333333333
0.11300692383778438,8088,16.85
0.1412556053811659,446,17.153846153846153
0.4698955787602755,4501,9.91409691629956
0.18869565217391304,5750,13.248847926267281
0.7335907335907336,518,11.26086956521739
0.2050163576881134,917,14.790322580645162
0.21869373056146668,6109,14.614832535885167
0.08978413309500893,7273,15.152083333333334
0.19577762139338495,7105,14.802083333333334
0.14232987312572087,4335,15.157342657342657
0.2566412213740458,6550,19.264705882352942
0.05933062880324544,3944,21.204301075268816
0.17194875252865813,2966,15.86096256684492
0.11484151278759751,10127,21.097916666666666
0.15692446043165467,8896,21.13064133016627
0.22840656901908565,11265,23.46875
0.05814228314819192,4231,23.636871508379887
0.14473684210526316,6080,20.19933554817276
0.0872827804107425,10128,21.1
0.06892465685790461,10127,21.097916666666666
0.056581416016589316,10127,21.097916666666666
0.0625,10128,21.1
0.06171011058451817,10128,21.1
0.03347486916164708,10127,21.097916666666666
0.08263402112745583,10129,21.102083333333333
0.028072658645907054,4239,21.195
0.1611842105263158,3648,13.028571428571428
0.07585311572700297,10784,22.466666666666665
0.11097939084442823,10966,22.845833333333335
0.08628237869390733,10964,22.841666666666665
0.0742429770156877,10964,22.841666666666665
0.10409302325581396,10750,22.395833333333332
0.11683692083181321,10964,22.841666666666665
0.05887300252312868,10701,22.865384615384617
0.18158168574401665,9610,20.020833333333332
0.07560378018900946,8571,17.85625
0.25719234099874916,10393,21.652083333333334
0.10191984428912677,11303,23.547916666666666
0.06821815597797122,11258,23.454166666666666
0.10049760085303003,11254,23.445833333333333
0.09565695437053326,10914,22.7375
0.07436989705360313,11268,23.475
0.077524893314367,8436,17.575
0.10216127860515802,11012,22.941666666666666
0.045871559633027525,6976,23.56756756756757
0.09151599443671767,3595,19.53804347826087
0.08452357659949129,10222,21.295833333333334
0.08374095089023674,10222,21.295833333333334
0.08501271766777539,10222,21.295833333333334
0.11483908833023575,10223,21.297916666666666
0.048522793973782036,10222,21.295833333333334
0.04597476278978773,10223,21.297916666666666
0.07004500097828213,10222,21.295833333333334
0.04021526418786693,10220,21.291666666666668
0.03218548229309333,10222,21.295833333333334
0.022207004500097827,10222,21.295833333333334
0.03282691264243082,7372,15.358333333333333
0.23264758497316637,11180,23.291666666666668
0.2310513447432763,2454,15.24223602484472
1.0,51,3.4
0.09191979352789359,5037,16.56907894736842
0.050006188884762964,8079,16.83125
0.04739217652958876,7976,16.616666666666667
0.029171817058096416,8090,16.854166666666668
0.04474107032505253,8091,16.85625
0.0563737938039614,7876,16.408333333333335
0.07198612315698179,8071,16.814583333333335
0.05156657963446475,3064,15.712820512820512
0.1971299093655589,3972,13.936842105263159
0.7894736842105263,1197,16.859154929577464
0.11378763866877971,3155,17.625698324022345
0.05383153894870171,4737,15.737541528239202
0.07294469357249626,6690,16.851385390428213
0.08459112412705565,8878,18.495833333333334
0.0279324055666004,10060,20.958333333333332
0.049776513612352705,9844,20.508333333333333
0.03619998043244301,10221,21.29375
0.12619839561729604,10222,21.295833333333334
0.059289697681244494,10221,21.29375
0.03517536704730832,9808,20.433333333333334
0.13348356309650053,7544,15.716666666666667
0.03222094361334868,7821,16.29375
0.016097321209142295,8138,16.954166666666666
0.15734480639213275,8135,16.947916666666668
0.16117358149153418,7737,16.11875
0.11970251446110258,8471,17.647916666666667
0.15866882712202418,8023,16.714583333333334
0.1342717258261934,8170,17.020833333333332
0.12298910223144785,3854,16.33050847457627
0.5230312035661219,5384,14.281167108753316
0.17984907769703745,7156,14.908333333333333
0.11263057929724596,10530,22.941176470588236
0.17386952961513966,10991,22.897916666666667
0.24217887375782113,2717,23.02542372881356
0.26058091286307056,7230,19.972375690607734
0.09899865799525137,9687,20.18125
0.02763869417184058,9986,20.804166666666667
0.033033903216459,3451,20.915151515151514
0.3282789992418499,2638,8.374603174603175
0.0998843038951022,2593,17.05921052631579
0.10872608492767148,4286,13.067073170731707
0.1271137026239067,6860,14.291666666666666
0.1597136169626876,7263,15.13125
0.10939759036144578,2075,15.257352941176471
0.5334075723830735,898,13.606060606060606
0.3589939024390244,1312,16.4
0.07986230636833047,2905,19.761904761904763
0.7845884413309983,571,11.196078431372548
0.1395148380741288,8121,16.91875
0.20670528780968817,8113,16.902083333333334
0.16960159860122392,8007,16.68125
0.14134675896790433,7945,16.552083333333332
0.3096272167933406,5526,11.5125
0.1689994815966822,3858,17.07079646017699
0.36003799873337555,3158,12.433070866141732
0.11976152901981413,11406,23.7625
0.21157194060419868,9765,20.34375
0.1599547511312217,4420,9.208333333333334
0.1426181514010874,9564,22.609929078014183
0.06504065040650407,738,23.806451612903224
0.14352053402989406,6891,20.327433628318584
0.029423380726698263,10128,21.1
0.04641058556334551,10127,21.097916666666666
0.16257179323548182,6268,13.058333333333334
0.15508824633871574,10652,22.191666666666666
0.3459812719469372,10252,21.358333333333334
0.4473363155754372,4918,10.245833333333334
0.6181886508831267,10644,22.175
0.10902973538237701,10997,22.910416666666666
0.04448689956331878,10992,22.9
0.08324235807860263,10992,22.9
0.1092612809315866,10992,22.9
0.038154533844189015,6264,22.945054945054945
0.12256861177724487,3753,18.130434782608695
0.0246391602274384,6859,20.848024316109424
0.14483870967741935,3100,20.52980132450331
0.3343507214206437,7208,15.016666666666667
0.04985443959243086,10992,22.9
0.08114992721979622,10992,22.9
0.0607945052905142,10774,22.445833333333333
0.04094258939132017,10991,22.897916666666667
0.026655749636098982,10992,22.9
0.0434528676556477,8561,22.951742627345844
0.186703988803359,7145,14.885416666666666
0.07844484132435774,7279,15.164583333333333
0.0967016491754123,5336,14.382749326145552
0.18422636965683323,1661,15.238532110091743
0.12339693462621207,6394,16.694516971279374
1.0,43,1.048780487804878
0.48053392658509453,899,16.053571428571427
0.05690672963400236,4235,16.872509960159363
0.2558879694462126,3142,13.720524017467248
0.06386661807580175,10976,22.866666666666667
0.03595439929845075,10263,21.38125
0.268578605819552,9554,19.904166666666665
0.061366806136680614,10755,22.40625
0.12555808656036446,10975,22.864583333333332
0.06459830770630516,10991,22.897916666666667
0.05940684133915575,10992,22.9
0.05859375,10752,22.925373134328357
0.5459515214027849,9695,20.197916666666668
0.1579686872741871,9964,20.758333333333333
0.09657664893083023,9961,20.752083333333335
0.056519942136805126,9678,20.1625
0.033229595422146374,9961,20.752083333333335
0.04695813092759658,8646,20.833734939759037
0.5720164609053497,972,14.953846153846154
0.06313200327958458,10977,22.86875
0.08887065901011758,10971,22.85625
0.11319686821997925,10601,22.085416666666667
0.08349284477258226,10971,22.85625
0.07483365235621182,10971,22.85625
0.19387476073284113,10971,22.85625
0.0750159511439249,10971,22.85625
0.16480605487228003,10570,22.020833333333332
0.13290793072014584,10970,22.854166666666668
0.07438468550592525,10970,22.854166666666668
0.08066457982181556,8306,22.881542699724516
0.21457203489742985,4241,15.824626865671641
0.5210526315789473,950,4.481132075471698
0.06764797995615408,6386,22.565371024734983
0.11691990728817925,3883,19.710659898477157
0.026760146143971562,10127,21.097916666666666
0.06794390677463955,10126,21.095833333333335
0.06940467963273768,10129,21.102083333333333
0.048587793798143396,10126,21.095833333333335
0.05115544143788268,10126,21.095833333333335
0.03880794701986755,7550,21.1484593837535
0.5268,2500,20.32520325203252
0.10093291870279876,11255,23.447916666666668
0.09450568990042674,11248,23.433333333333334
0.06042833022305163,11253,23.44375
0.06448664567888697,9847,20.514583333333334
0.17047740991402963,10934,22.779166666666665
0.14239332096474955,2156,4.491666666666666
0.20590753424657535,4672,9.733333333333333
0.12302667392487751,11022,22.9625
0.10307678261663471,10953,22.81875
0.06781485468245425,11148,23.225
0.10447493498340955,11151,23.23125
0.053811659192825115,11150,23.229166666666668
0.042869955156950676,11150,23.229166666666668
0.05793202403371895,11151,23.23125
0.08133799659223388,11151,23.23125
0.09048515828176845,11151,23.23125
0.05560538116591928,11150,23.229166666666668
0.08564254326966192,11151,23.23125
0.04637603157517044,11148,23.225
0.06232479910297141,10702,22.295833333333334
0.10395735083042854,9754,20.320833333333333
0.06476453746667983,10129,21.102083333333333
0.15648119995946083,9867,20.55625
0.04285573220104671,10127,21.097916666666666
0.0641785150078989,10128,21.1
0.09212085308056872,10128,21.1
0.11315165876777251,10128,21.1
0.04580001974138782,10131,21.10625
0.05779204741911583,8098,21.143603133159267
0.08489329839011606,10684,22.258333333333333
0.1545379462237313,10897,22.702083333333334
0.053608055192989,10726,22.345833333333335
0.08642649199417758,10992,22.9
0.051899411449973246,7476,22.932515337423315
0.5087579617834395,1256,8.155844155844155
0.04298535663675012,6351,21.17
0.25579598145285937,3882,21.566666666666666
0.08668730650154799,9690,23.462469733656174
0.06807261078483716,7492,15.608333333333333
0.10570615175145438,8079,16.83125
0.11044373620985536,8158,16.995833333333334
0.11190852694319425,8221,17.127083333333335
0.12182126422862678,8258,17.204166666666666
0.28725341426403644,6590,13.729166666666666
0.2571428571428571,7455,15.53125
0.07632117491272421,8307,17.30625
0.08951065891472869,8256,17.2
0.07258687258687259,1295,2.6979166666666665
0.09370424597364568,8196,17.075
0.11076694337752448,8071,16.814583333333335
0.13472168659210695,7779,16.20625
0.07179663345929234,5822,12.129166666666666
0.1250627195183141,7972,16.608333333333334
0.13187285223367698,2328,14.55
0.15302626570232203,2627,15.452941176470588
0.24340425531914894,1175,7.833333333333333
0.13365958097568437,6539,13.622916666666667
0.24219460442558352,3299,14.86036036036036
0.14888743455497383,3056,16.08421052631579
0.4904610492845787,1258,18.5
0.10405378286172988,9966,20.7625
0.007681564245810056,4296,21.16256157635468
0.19372549019607843,1275,16.558441558441558
0.1780424983902125,3106,15.53
0.06513841914067393,7983,16.63125
0.08657527479313326,8097,16.86875
0.09136763222366336,6939,14.45625
0.28534649216906244,4661,9.710416666666667
0.09895269050198628,8307,17.30625
0.12004043467273187,7914,16.4875
0.04458924236616839,7827,16.30625
0.0390032502708559,8307,17.30625
0.06650276582667486,8135,16.947916666666668
0.20749939715456958,8294,17.279166666666665
0.1293394406943105,8296,17.283333333333335
0.27579543990725236,7763,16.172916666666666
0.2591674925668979,8072,16.816666666666666
0.2130892091936112,7701,16.04375
0.25746867973016385,6226,12.970833333333333
0.35664335664335667,2574,21.8135593220339
0.22489486963835156,5945,16.42265193370166
0.10432478014697025,8301,17.29375
0.08455971049457177,8290,17.270833333333332
0.0747514422486805,8147,16.972916666666666
0.06146610444372365,6166,12.845833333333333
0.13898573692551505,6310,19.842767295597483
0.2058340180772391,2434,15.024691358024691
0.050693506812323555,8147,16.972916666666666
0.11237884922095448,8151,16.98125
0.06588148693411851,8151,16.98125
0.09297111960965317,7583,15.797916666666667
0.1773002900079093,7586,15.804166666666667
0.14721332479180013,7805,16.260416666666668
0.13751814223512338,8268,17.225
0.1100084714994554,8263,17.214583333333334
0.10410017186349128,8146,16.970833333333335
0.1985000604814322,8267,17.222916666666666
0.11223371880706026,8215,17.114583333333332
0.10596273291925466,8050,17.237687366167023
0.6658496732026143,1224,11.127272727272727
0.29814126394052043,2690,14.699453551912569
0.19316309719934102,2428,16.079470198675498
0.6484848484848484,660,18.333333333333332
0.07035675245950512,10063,20.964583333333334
0.11897852582704585,3446,17.854922279792746
0.12355316285329744,3715,15.543933054393305
1.0,50,1.0416666666666667
0.5624651110863013,8957,18.660416666666666
0.15025091016432157,10163,21.172916666666666
0.09197493430361836,9894,20.6125
0.09658479303258635,10219,21.289583333333333
0.0467847704805716,10217,21.285416666666666
0.13280860814984558,10037,20.910416666666666
0.12778864970645792,10220,21.291666666666668
0.09464617793872956,10217,21.285416666666666
0.247082195182518,4027,21.306878306878307
0.16627153469258732,6327,21.742268041237114
0.11526507414972027,11261,23.460416666666667
0.18447464250821566,11259,23.45625
0.18774422735346358,11260,23.458333333333332
0.29248011569052784,8298,17.2875
0.0942739921512665,11212,23.358333333333334
1.0,157,9.235294117647058
0.32638224603022764,10454,22.578833693304535
0.1424176619616359,11052,23.025
0.19485400404741254,10377,21.61875
0.05617367706919946,11055,23.03125
0.08788317326667544,7601,23.103343465045594
0.31870567375886527,6768,14.1
0.048230731943771206,8252,17.191666666666666
0.09847936278059377,8286,17.2625
0.08459288152120917,8204,17.091666666666665
0.0529737539128341,8306,17.304166666666667
0.09812339016313014,8153,16.985416666666666
0.10660877954655089,8292,17.275
0.09819468162966577,8198,17.079166666666666
0.10901015228426396,7880,16.416666666666668
0.08483483483483484,1332,17.2987012987013
0.23881973259566622,6507,16.146401985111662
0.06343283582089553,11256,23.45
0.05124789057642775,11259,23.45625
0.09317818440220288,11258,23.454166666666666
0.13377154023805293,11258,23.454166666666666
0.1456935630099728,11030,23.46808510638298
0.1330193122939237,10615,22.114583333333332
0.14288356607786923,10813,22.527083333333334
0.17151079136690647,10425,21.71875
0.09816789718348373,10971,22.85625
0.08384979948960991,10972,22.858333333333334
0.04238833181403829,10970,22.854166666666668
0.07637623040466643,10972,22.858333333333334
0.06372504330385632,10969,22.852083333333333
0.06936468872481998,10971,22.85625
0.05323124601221402,10971,22.85625
0.08049958975294011,10969,22.852083333333333
0.09854254818993888,10635,22.15625
0.11988582302568981,7357,22.847826086956523
0.445859872611465,471,2.981012658227848
0.09037959429604338,4979,21.187234042553193
0.13074112734864302,3832,15.640816326530611
0.07618224472157056,8099,16.872916666666665
0.07581585804690408,8059,16.789583333333333
0.18594137377862038,6857,14.285416666666666
0.05713892330992703,7263,15.13125
0.06950645589477494,8287,17.264583333333334
0.06220558038410436,8279,17.247916666666665
0.08144305019305019,8288,17.266666666666666
0.08020808129687879,8266,17.220833333333335
0.42790580531419214,7941,16.54375
0.13702696017808558,8086,16.845833333333335
0.11415800918096158,8278,17.245833333333334
0.08985132514544279,7735,16.114583333333332
0.13063932448733415,8290,17.270833333333332
0.10368663594470046,1736,17.535353535353536
0.32975487564859546,5589,14.669291338582678
0.3877551020408163,343,15.590909090909092
0.25085665334094803,7004,15.292576419213974
0.09260326609029779,10410,21.6875
0.060620616773945625,10409,21.685416666666665
0.020815986677768527,2402,21.836363636363636
0.08585561182428454,8491,22.94864864864865
0.24324088609802896,11466,23.8875
0.14622399836048774,9759,20.33125
0.17637540453074432,10506,21.8875
0.1591203104786546,9276,19.325
0.11994434137291281,10780,22.458333333333332
0.13249001331557922,10514,21.904166666666665
0.1102984546419724,8477,17.660416666666666
0.06850687801767331,10977,22.86875
0.08406958739411605,10979,22.872916666666665
1.0,361,0.7520833333333333
0.32179341657207716,10572,22.025
0.25443049247484195,11229,23.39375
0.11946902654867257,11074,23.070833333333333
0.07447289838023709,11051,23.022916666666667
0.06877205682743644,11051,23.022916666666667
0.08302897492086682,4107,22.94413407821229
0.3547136038186158,3352,11.136212624584717
0.16872487076392878,6964,14.508333333333333
0.11085972850678733,442,15.785714285714286
0.10917506125782739,7346,16.25221238938053
0.12249163879598662,2392,16.272108843537413
0.07905067808708066,5604,16.82882882882883
0.045261497391093315,8241,17.16875
0.042707202316322836,8289,17.26875
0.058979297063071735,8308,17.308333333333334
0.051648351648351645,8190,17.0625
0.24661746617466174,6504,13.55
0.08439664600802041,10972,22.858333333333334
0.04530979892639432,10991,22.897916666666667
0.11673187153125285,10991,22.897916666666667
0.09478759210406622,10993,22.902083333333334
0.12316928954789412,10993,22.902083333333334
0.1003257328990228,10745,22.385416666666668
0.1414665211062591,10992,22.9
0.1252161252161252,10989,22.89375
0.07506141388408698,10991,22.897916666666667
0.07211163153786104,10248,22.926174496644297
0.13787706317586795,7028,14.641666666666667
0.0596346921495101,8267,17.222916666666666
0.0706256109481916,8184,17.05
0.11635605689063266,8156,16.991666666666667
0.13392411382925612,8012,16.691666666666666
0.13336707579400228,7903,16.464583333333334
0.0836144578313253,8300,17.291666666666668
0.060624468472846554,8231,17.147916666666667
0.057198020996741886,8287,17.264583333333334
0.04433028919330289,5256,17.289473684210527
0.11221326720396776,3226,18.329545454545453
0.06619800820152313,1707,19.397727272727273
0.36905871388630007,5365,13.686224489795919
0.06318491460163886,10129,21.102083333333333
0.07060333761232349,10127,21.097916666666666
0.0254739336492891,10128,21.1
0.03719856336582863,3898,21.184782608695652
0.1288099249502221,6529,22.05743243243243
0.10797371692416978,11262,23.4625
0.09729490022172949,11275,23.489583333333332
0.05738359201773836,11275,23.489583333333332
0.062455579246624024,11256,23.45
0.05223416540819046,11257,23.452083333333334
0.051434223541048464,11121,23.16875
0.178486529318542,5048,22.237885462555067
0.09619512195121951,5125,20.25691699604743
0.031098825155494125,10129,21.102083333333333
0.035841232227488154,10128,21.1
0.07553317535545023,10128,21.1
0.0736499160825353,10129,21.102083333333333
0.025081465389552682,10127,21.097916666666666
0.06792828685258964,10040,20.916666666666668
0.10246315364425601,9906,20.6375
0.06152478767529133,10126,21.095833333333335
0.11412775199921019,10129,21.102083333333333
0.05636722606120435,10130,21.104166666666668
0.019642541143160504,5651,21.164794007490638
0.17464890169247388,2777,13.03755868544601
0.06764333514197866,11058,23.0375
0.08997936664573428,11147,23.222916666666666
0.06798206278026905,11150,23.229166666666668
0.09318385650224215,11150,23.229166666666668
0.07699426244678882,10806,22.5125
0.061160434041789974,11151,23.23125
0.059219380888290714,11145,23.21875
0.06008429737243297,11151,23.23125
0.027623318385650224,11150,23.229166666666668
0.09960868018498754,8433,17.56875
0.34362834155203736,7706,16.054166666666667
0.06557776694295465,8204,17.091666666666665
0.042227884965416816,8241,17.16875
0.03701850925462731,7996,16.658333333333335
0.058207052825378844,7061,14.710416666666667
0.10767139836907279,6622,13.795833333333333
0.19038489898245098,6781,14.127083333333333
