Line,shift,Code,IO parts,NIO parts,Material,Speed,Profile,start date,start time,end date,end time,start datetime,end datetime,total produced,error rate,time span,production speed [PC / min]
104,early,4026,8840,1157,YL,20m,69.xxx,29/03/2022,05:55:00,29/03/2022,13:55:00,2022-03-29 05:55:00,2022-03-29 13:55:00,9997,0.11573472041612484,480.0,20.827083333333334
104,late,4026,1977,443,YL,20m,69.xxx,29/03/2022,13:55:00,29/03/2022,15:43:00,2022-03-29 13:55:00,2022-03-29 15:43:00,2420,0.18305785123966942,108.0,22.40740740740741
104,early,4027,4534,3839,YL,20m,78.xxx,19/04/2022,05:55:00,19/04/2022,13:55:00,2022-04-19 05:55:00,2022-04-19 13:55:00,8373,0.45849755165412637,480.0,17.44375
104,late,4027,6974,2179,YL,20m,78.xxx,19/04/2022,13:55:00,19/04/2022,21:17:00,2022-04-19 13:55:00,2022-04-19 21:17:00,9153,0.2380640227247897,442.0,20.70814479638009
104,late,4026,344,300,YL,20m,69.xxx,19/04/2022,21:17:00,19/04/2022,21:55:00,2022-04-19 21:17:00,2022-04-19 21:55:00,644,0.4658385093167702,38.0,16.94736842105263
104,night,4026,9385,603,YL,20m,69.xxx,19/04/2022,21:55:00,20/04/2022,05:55:00,2022-04-19 21:55:00,2022-04-20 05:55:00,9988,0.06037244693632359,480.0,20.808333333333334
104,early,4026,3867,626,YL,20m,69.xxx,20/04/2022,05:55:00,20/04/2022,09:36:00,2022-04-20 05:55:00,2022-04-20 09:36:00,4493,0.13932784331181838,221.0,20.330316742081447
104,night,4027,2196,2120,YL,20m,78.xxx,03/05/2022,02:07:00,03/05/2022,05:55:00,2022-05-03 02:07:00,2022-05-03 05:55:00,4316,0.4911955514365153,228.0,18.92982456140351
104,early,4027,7693,1900,YL,20m,78.xxx,03/05/2022,05:55:00,03/05/2022,13:55:00,2022-05-03 05:55:00,2022-05-03 13:55:00,9593,0.19806108620869384,480.0,19.985416666666666
104,late,4027,4202,964,YL,20m,78.xxx,03/05/2022,13:55:00,03/05/2022,18:01:00,2022-05-03 13:55:00,2022-05-03 18:01:00,5166,0.18660472319008906,246.0,21.0
104,late,4026,4040,696,YL,20m,69.xxx,03/05/2022,18:01:00,03/05/2022,21:55:00,2022-05-03 18:01:00,2022-05-03 21:55:00,4736,0.14695945945945946,234.0,20.23931623931624
104,night,4026,8527,877,YL,20m,69.xxx,03/05/2022,21:55:00,04/05/2022,05:29:00,2022-05-03 21:55:00,2022-05-04 05:29:00,9404,0.09325818800510421,454.0,20.7136563876652
104,early,4027,895,2047,YL,20m,78.xxx,16/05/2022,07:23:00,16/05/2022,13:55:00,2022-05-16 07:23:00,2022-05-16 13:55:00,2942,0.6957851801495581,392.0,7.505102040816326
104,late,4027,5700,4192,YL,20m,78.xxx,16/05/2022,13:55:00,16/05/2022,21:55:00,2022-05-16 13:55:00,2022-05-16 21:55:00,9892,0.42377678932470686,480.0,20.608333333333334
104,night,4027,2581,2095,YL,20m,78.xxx,16/05/2022,21:55:00,17/05/2022,01:36:00,2022-05-16 21:55:00,2022-05-17 01:36:00,4676,0.44803250641573994,221.0,21.15837104072398
104,night,4026,4072,1070,YL,20m,69.xxx,17/05/2022,01:36:00,17/05/2022,05:55:00,2022-05-17 01:36:00,2022-05-17 05:55:00,5142,0.20809023726176584,259.0,19.853281853281853
104,early,4026,9025,970,YL,20m,69.xxx,17/05/2022,05:55:00,17/05/2022,13:55:00,2022-05-17 05:55:00,2022-05-17 13:55:00,9995,0.09704852426213106,480.0,20.822916666666668
104,late,4026,8046,1258,YL,20m,69.xxx,17/05/2022,13:55:00,17/05/2022,21:55:00,2022-05-17 13:55:00,2022-05-17 21:55:00,9304,0.13521066208082544,480.0,19.383333333333333
