error rate,production speed [PC / min]
0.030878515511742533,16.82439024390244
0.408207343412527,13.228571428571428
0.11483312731767614,16.854166666666668
0.11555115674873191,16.839583333333334
0.11258705184420945,16.154166666666665
0.058875219683655534,16.595833333333335
0.08878968253968254,16.8
0.06155603502982612,16.414583333333333
0.24266365688487584,9.229166666666666
0.08972529432750624,16.8855421686747
0.28556753980482796,13.155405405405405
0.031578947368421054,15.246913580246913
0.09306569343065693,16.481203007518797
0.0352372471695713,16.377083333333335
0.1745585874799358,16.448844884488448
0.25406618059450364,20.146892655367232
0.053520292287943125,21.097916666666666
0.021052631578947368,23.75
0.1540590405904059,20.517350157728707
0.10165389269866881,15.59119496855346
0.09013605442176871,17.15
0.07150699972550097,17.183962264150942
0.7432432432432432,11.892857142857142
0.05119825708061002,15.215469613259668
0.05995893223819302,16.287625418060202
0.03655061330690125,16.814583333333335
0.11676159479251425,15.267080745341614
0.1401831939466348,15.89240506329114
0.06547793042969892,16.935643564356436
0.5092592592592593,9.712230215827338
0.09520047402725657,21.095833333333335
0.1266910239952602,21.097916666666666
0.11106723269819331,21.102083333333333
0.09873617693522907,21.1
0.09654491609081935,21.104166666666668
0.0455173775671406,21.1
0.06140783887846776,21.102083333333333
0.06015491399255608,21.10615711252654
1.0,5.444444444444445
0.2770527181173569,20.272916666666667
0.08969258589511754,23.56534090909091
0.19726729291204098,18.296875
0.06056475170399221,21.395833333333332
0.08531359563693026,21.391666666666666
0.09854903106436849,21.39375
0.06748466257668712,21.39375
0.04450287272373162,21.39375
0.05365141187925998,21.395833333333332
0.07809913331385725,21.39375
0.09006815968841285,21.395833333333332
0.24799010513296227,18.802325581395348
0.0846093662680228,22.70812182741117
0.08072230356271352,23.28409090909091
0.1334178418634131,13.147916666666667
0.011091393078970719,16.94736842105263
0.13472348141432458,15.893371757925072
0.09678615574783683,16.854166666666668
0.09484893511639425,16.825
0.0,27.0
0.299578717428616,13.90238611713666
0.5665859564164649,19.789583333333333
0.6159982751185856,9.6625
0.9166666666666666,1.6363636363636365
0.1769648397104447,16.116666666666667
0.11188204683434519,16.814583333333335
0.11802111153503751,16.38125
0.10618046971569839,16.854166666666668
0.18646843895678467,16.535416666666666
0.10784434836318715,16.864583333333332
0.09189895470383275,17.134328358208954
0.33992427429533023,13.739884393063583
0.10612650677271032,16.764583333333334
0.19651965196519652,16.833333333333332
0.1713952584531675,20.180392156862744
0.9931506849315068,10.814814814814815
0.29004052036681593,9.76875
0.1339672773038736,14.897916666666667
0.19117647058823528,15.234972677595628
0.26842564326210205,15.441077441077441
0.17848504137492044,16.364583333333332
0.14699276266533567,16.695833333333333
0.07142857142857142,18.0
0.15649743828598045,20.77741935483871
0.3057366362451108,15.653061224489797
0.49295774647887325,15.292307692307693
0.20996746018153795,18.89644012944984
0.1360544217687075,13.75438596491228
0.04455106237148732,16.96511627906977
0.1998149861239593,16.461928934010153
0.21460602178090968,16.260416666666668
0.16718728779030287,15.339583333333334
0.13447613418058224,14.097916666666666
0.16982771101780803,14.389583333333333
0.1434878587196468,10.38125
0.362048549437537,14.075
0.2518703241895262,15.0375
0.08895800933125972,16.075
0.1665886757136172,16.06766917293233
0.3847072879330944,14.472622478386167
0.13035749555599446,21.095833333333335
0.3099634640071097,21.097916666666666
0.1713241828774563,21.097916666666666
0.08708530805687204,21.1
0.060339719533873196,21.095833333333335
0.20394620421164394,23.545833333333334
0.15596249115357397,23.55
0.09333805184464301,23.547916666666666
0.21536011325429127,23.545833333333334
0.12597448618001417,23.516666666666666
0.06824846707544655,23.44375
0.06975917533102284,23.44375
0.06436277198756628,23.472103004291846
0.17762613730355667,19.57894736842105
0.09041969893330674,20.897916666666667
0.11740890688259109,20.583333333333332
0.10099713693355711,21.102083333333333
0.06135057471264368,21.09090909090909
0.7853107344632768,2.36
0.13462084635046861,14.670833333333333
0.06388059701492538,15.227272727272727
0.5261561789234268,17.12987012987013
0.2995744680851064,12.030716723549489
0.10317460317460317,17.379310344827587
0.10635451505016723,18.513931888544892
0.20096076861489193,19.515625
0.04494930988151948,20.938618925831204
0.36173285198555954,15.561797752808989
0.10629274965800274,15.229166666666666
1.0,1.2854166666666667
0.3032239603204884,21.841666666666665
0.15277631440311876,19.772916666666667
0.13452914798206278,23.06896551724138
0.7356104925457634,13.483460559796438
0.5272853185595567,19.460916442048518
0.21568910719445247,14.420833333333333
0.13465645019469916,16.585416666666667
0.18707653701380175,16.604166666666668
0.15452041071875783,16.6375
0.1103088648215002,16.901694915254236
0.10433918516064922,16.318918918918918
0.09385433411648325,16.847916666666666
0.1399156536839494,16.795833333333334
0.1252847380410023,16.884615384615383
0.47703180212014135,8.546979865771812
0.08425288848500584,16.047916666666666
0.1913154533844189,16.3125
0.18330513254371122,22.1625
0.11976899155930698,23.447916666666668
0.1018395094641429,23.44375
0.16146805296365413,23.44375
0.021505376344086023,31.0
0.26176241226930075,12.330128205128204
0.2528684907325684,13.733333333333333
0.10357496114172672,14.74375
0.09138012246820537,15.273381294964029
0.07984069789493647,15.463343108504398
0.1046101447512468,17.127083333333335
0.04990403071017274,17.175824175824175
